Wall time,Step,Time,Value
1603325320.25,1.0,0.0,2.80446815491
1603325461.98,101.0,141.728682041,2.18240404129
1603325669.75,201.0,349.500149965,1.5548222065
1603325887.26,301.0,567.011537075,1.25745558739
1603326027.78,401.0,707.527942896,0.927693963051
1603326047.76,515.0,727.504761934,1.03575217724
1603326050.77,633.0,730.516853094,1.90771853924
1603326053.43,747.0,733.180316925,1.77817225456
1603326056.12,860.0,735.867958784,1.39176058769
1603326058.82,973.0,738.564638853,1.50004601479
1603326061.51,1088.0,741.259801865,1.76731383801
1603326064.37,1208.0,744.113417864,1.42387259007
1603326067.2,1326.0,746.950295925,1.32472217083
1603326070.04,1447.0,749.786451817,1.53589582443
1603326072.71,1560.0,752.458346844,1.05677676201
1603326075.57,1680.0,755.320659876,1.16291892529
1603326078.44,1801.0,758.186397076,1.08714413643
1603326081.28,1921.0,761.03102994,1.22671818733
1603326084.12,2041.0,763.867055893,0.927755892277
1603326086.77,2151.0,766.520675898,1.12898933887
1603326089.59,2271.0,769.339931011,0.998971104622
1603326092.44,2391.0,772.188439846,1.00057506561
1603326099.32,2651.0,779.071937084,0.742926836014
1603326102.16,2771.0,781.907445908,0.960681319237
1603326104.99,2891.0,784.736109734,0.945176243782
1603326107.84,3012.0,787.586493731,0.720075547695
1603326110.69,3132.0,790.434685946,0.97020983696
1603326113.54,3253.0,793.284650803,0.855832636356
1603326116.38,3372.0,796.126318932,1.00044512749
1603326119.22,3493.0,798.967507839,0.777454912663
1603326122.09,3612.0,801.834085941,1.01606702805
1603326124.77,3725.0,804.51969099,0.704281210899
1603326127.64,3846.0,807.38427186,1.12269032001
1603326130.34,3960.0,810.087774992,1.03126382828
1603326133.22,4080.0,812.962700844,0.677995502949
1603326136.06,4201.0,815.810712099,0.828934311867
1603326138.75,4314.0,818.499521017,0.856460571289
1603326149.75,4735.0,829.496081829,0.729100108147
1603326152.43,4848.0,832.177489042,0.671395421028
1603326155.25,4968.0,834.998219967,0.816490590572
1603326158.1,5088.0,837.842765808,0.61055803299
1603326160.77,5200.0,840.518877983,0.761656403542
1603326163.46,5315.0,843.210873842,0.497582405806
1603326166.17,5430.0,845.913037062,0.551569759846
1603326168.87,5543.0,848.61244607,0.671281754971
1603326171.69,5663.0,851.441376925,0.686748564243
1603326174.36,5776.0,854.111686945,0.535749971867
1603326177.05,5890.0,856.792614937,0.387605369091
1603326179.89,6009.0,859.642023802,0.504138529301
1603326182.59,6123.0,862.335685968,0.825577259064
1603326185.43,6242.0,865.173468828,0.630196034908
1603326188.14,6359.0,867.891072035,0.439703047276
1603326198.39,6747.0,878.139494896,0.423022508621
1603326201.27,6865.0,881.013042927,0.419555783272
1603326203.9,6977.0,883.643688917,0.692215621471
