Wall time,Relative time (s),Step,Value
1585092374,0,1,3.246274948
1585092413,39,101,2.50294137
1585092445,71,201,1.9769454
1585092476,102,301,1.834063768
1585092505,131,401,1.69974947
1585092533,159,501,1.564228773
1585092561,187,601,1.444746017
1585092589,215,701,1.326575518
1585092617,243,801,1.258293152
1585092645,271,901,1.10731101
1585092673,299,1001,1.095046043
1585092701,327,1101,0.922421396
1585092729,355,1201,0.82073313
1585092757,383,1301,0.885781229
1585092786,412,1401,0.759628296
1585092815,441,1501,0.685991228
1585092847,473,1601,0.718195975
1585092879,505,1701,0.562251091
1585092912,538,1801,0.585744083
1585092945,571,1901,0.642843544
1585092987,613,2001,0.565879703
1585093017,643,2101,0.456392944
1585093048,674,2201,0.485758543
1585093080,706,2301,0.444771707
1585093110,736,2401,0.408299357
1585093139,765,2501,0.456645012
1585093168,794,2601,0.424769163
1585093200,826,2701,0.328891337
1585093231,857,2801,0.330880433
1585093264,890,2901,0.304383874
1585093297,923,3001,0.297636896
1585093328,954,3101,0.316311687
1585093357,983,3201,0.307681382
1585093386,1012,3301,0.2930381
1585093418,1044,3401,0.264730155
1585093449,1075,3501,0.290295273
1585093477,1103,3601,0.266355276
1585093505,1131,3701,0.232029617
1585093533,1159,3801,0.203075811
1585093566,1192,3901,0.215468198
1585093611,1237,4001,0.20375827
1585093639,1265,4101,0.225937009
1585093667,1293,4201,0.255298406
1585093695,1321,4301,0.237057611
1585093723,1349,4401,0.19512558
1585093750,1376,4501,0.147462547
1585093778,1404,4601,0.232822716
1585093806,1432,4701,0.188538074
1585093834,1460,4801,0.212855399
1585093862,1488,4901,0.176334411
1585093893,1519,5001,0.122199439
1585093928,1554,5101,0.166893676
1585093961,1587,5201,0.158502266
1585093990,1616,5301,0.179296419
1585094017,1643,5401,0.115825616
1585094046,1672,5501,0.139570415
1585094074,1700,5601,0.136544749
1585094103,1729,5701,0.113710657
1585094130,1756,5801,0.095739499
1585094159,1785,5901,0.140343934
1585094204,1830,6001,0.102870449
1585094234,1860,6101,0.092446044
1585094262,1888,6201,0.100671127
1585094289,1915,6301,0.071627781
1585094318,1944,6401,0.105002977
1585094346,1972,6501,0.092831954
1585094374,2000,6601,0.149640158
1585094402,2028,6701,0.11736086
1585094430,2056,6801,0.059718587
1585094458,2084,6901,0.091373682
1585094486,2112,7001,0.107804954
1585094515,2141,7101,0.068837941
1585094544,2170,7201,0.095448434
1585094572,2198,7301,0.079944715
1585094602,2228,7401,0.087210938
1585094632,2258,7501,0.071831197
1585094664,2290,7601,0.057581451
1585094693,2319,7701,0.113612466
1585094722,2348,7801,0.091528505
1585094750,2376,7901,0.070263565
1585094790,2416,8001,0.060256656
1585094818,2444,8101,0.07256946
1585094846,2472,8201,0.086348355
1585094877,2503,8301,0.078958452
1585094910,2536,8401,0.062290899
1585094946,2572,8501,0.065717667
1585094978,2604,8601,0.068384543
1585095012,2638,8701,0.08252763
1585095044,2670,8801,0.081948817
1585095073,2699,8901,0.059865896
1585095107,2733,9001,0.057705157
1585095139,2765,9101,0.06980215
1585095167,2793,9201,0.061494451
1585095194,2820,9301,0.089613318
1585095222,2848,9401,0.067313731
1585095252,2878,9501,0.050204121
1585095280,2906,9601,0.070050314
1585095309,2935,9701,0.064627796
1585095337,2963,9801,0.044017706
1585095367,2993,9901,0.067333795
1585095408,3034,10001,0.050521262
1585095438,3064,10101,0.089985475
1585095467,3093,10201,0.080427825
1585095495,3121,10301,0.103250712
1585095523,3149,10401,0.056579195
1585095551,3177,10501,0.059615579
1585095580,3206,10601,0.04110419
1585095613,3239,10701,0.066602707
1585095647,3273,10801,0.080370873
1585095680,3306,10901,0.048326887
1585095713,3339,11001,0.045733787
1585095746,3372,11101,0.050107948
1585095778,3404,11201,0.069485709
1585095808,3434,11301,0.043616507
1585095840,3466,11401,0.077969119
1585095871,3497,11501,0.046625555
1585095903,3529,11601,0.056426831
1585095935,3561,11701,0.065085992
1585095967,3593,11801,0.026212951
1585095998,3624,11901,0.06326922
1585096041,3667,12001,0.080981478
1585096070,3696,12101,0.064020559
1585096099,3725,12201,0.042316243
1585096126,3752,12301,0.077352256
1585096154,3780,12401,0.105945535
1585096182,3808,12501,0.07293909
1585096214,3840,12601,0.031253807
1585096245,3871,12701,0.029712683
1585096274,3900,12801,0.055529185
1585096306,3932,12901,0.056646183
1585096337,3963,13001,0.071841612
1585096365,3991,13101,0.041302387
1585096394,4020,13201,0.051122893
1585096421,4047,13301,0.059509762
1585096449,4075,13401,0.050740831
1585096477,4103,13501,0.054143287
1585096508,4134,13601,0.051380679
1585096539,4165,13701,0.049357221
1585096567,4193,13801,0.044461392
1585096595,4221,13901,0.070304029
1585096634,4260,14001,0.049585134
1585096666,4292,14101,0.054795153
1585096701,4327,14201,0.054096423
1585096732,4358,14301,0.033627518
1585096761,4387,14401,0.030617293
1585096791,4417,14501,0.052243244
1585096821,4447,14601,0.059100572
1585096852,4478,14701,0.06335412
1585096882,4508,14801,0.046616651
1585096915,4541,14901,0.072024986
1585096948,4574,15001,0.053432539
1585096982,4608,15101,0.058178455
1585097015,4641,15201,0.04736305
1585097051,4677,15301,0.044341251
1585097085,4711,15401,0.085980639
1585097114,4740,15501,0.039486282
1585097143,4769,15601,0.061476432
1585097171,4797,15701,0.041799568
1585097199,4825,15801,0.079308249
1585097227,4853,15901,0.056242824
1585097268,4894,16001,0.063524775
1585097297,4923,16101,0.040090397
1585097325,4951,16201,0.047950007
