Wall time,Time,Step,Value
1597340309,0,1,3.845820427
1597340451,141.9347501,101,2.447302341
1597340578,268.4718401,201,1.638750911
1597340721,411.72349,301,1.304801345
1597340848,538.5599701,401,0.9899501801
1597340990,680.3435202,501,0.5658823252
1597341117,807.26109,601,0.3817490637
1597341243,934.08549,701,0.2529115081
1597341380,1070.4247,801,0.1457481086
1597341507,1197.1846,901,0.1086338758
1597341646,1336.74979,1001,0.07339809835
1597341773,1463.58982,1101,0.05581053346
1597341900,1590.37959,1201,0.05044899136
1597342039,1729.62457,1301,0.06462174654
1597342166,1856.67651,1401,0.05013287067
1597342304,1995.08808,1501,0.01716510206
1597342431,2121.87723,1601,0.0241066739
1597342558,2248.52432,1701,0.03429566324
1597342697,2387.58935,1801,0.03604149073
1597342824,2514.69216,1901,0.02557429671
1597342967,2657.20414,2001,0.02989915572
1597343093,2784.06442,2101,0.02431154996
1597343221,2911.155,2201,0.02898235805
1597343362,3052.83919,2301,0.03054325283
1597343489,3179.78436,2401,0.02430211194
1597343630,3320.69098,2501,0.02891524881
1597343757,3447.73789,2601,0.02038543299
1597343884,3574.7497,2701,0.02522730827
1597344026,3716.15544,2801,0.03347017989
1597344153,3843.2827,2901,0.02234930359
1597344293,3983.87466,3001,0.01790144295
1597344420,4111.04581,3101,0.01920238882
1597344548,4238.19715,3201,0.03565964103
1597344688,4378.78587,3301,0.02810814604
1597344815,4505.92464,3401,0.03093939088
1597344959,4649.56574,3501,0.01972391829
1597345086,4776.77849,3601,0.01781677641
1597345213,4903.81625,3701,0.01723466069
1597345355,5045.19591,3801,0.02384247445
1597345482,5172.38685,3901,0.02120954543
1597345623,5313.1176,4001,0.01925233006
1597345749,5440.07866,4101,0.001530239359
1597345876,5567.08984,4201,0.0007538487553
1597346020,5710.55211,4301,0.0006239606882
1597346147,5837.42101,4401,0.0004105588596
1597346288,5978.93715,4501,0.000325050758
1597346416,6106.27016,4601,0.0005293098511
1597346543,6233.82832,4701,0.0003105192736
1597346684,6374.90321,4801,0.0004264190502
1597346811,6502.02497,4901,0.0003726443974
1597346953,6643.37478,5001,0.00028524964
1597347080,6770.7806,5101,0.0004593924969
1597347207,6897.81788,5201,0.0002317790932
1597347360,7051.01648,5301,0.0002979514538
1597347488,7178.3584,5401,0.0003736745566
1597347627,7317.15174,5501,0.0002505990851
1597347754,7444.64219,5601,0.0002768309205
1597347882,7572.26885,5701,0.0002610576921
1597348035,7725.81372,5801,0.0003373914515
1597348163,7853.30711,5901,0.0003256439231
1597348306,7996.59171,6000,0.0002351144
1597348426,8010.98142,6118,0.0003522447078
1597348432,8016.94286,6253,0.0005808165297
1597348436,8020.51615,6363,0.0007301193546
1597348439,8023.71984,6477,0.0003592957219
1597348442,8026.73833,6590,0.000313791912
1597348445,8029.5675,6707,0.006435301621
1597348449,8033.30341,6858,0.0002383032261
1597348452,8036.1283,6976,0.000439518044
1597348454,8038.7886,7087,0.0006188482512
1597348457,8041.59457,7206,9.31E-05
1597348460,8044.41479,7325,0.0002022720291
1597348463,8047.2338,7443,0.00309281121
1597348465,8050.02221,7559,0.001182341715
1597348468,8052.89565,7679,0.0003522337647
1597348471,8055.70435,7797,0.0006437810371
1597348474,8058.53839,7915,0.004329160787
1597348484,8068.46522,8294,0.0002357170451
1597348487,8071.29117,8414,0.0006678587524
1597348490,8074.14766,8534,0.0002323354711
1597348492,8076.99489,8651,0.0001940893999
1597348495,8079.83883,8769,0.0002228278754
1597348498,8082.68523,8889,0.001051330124
1597348501,8085.53073,9009,0.0006551074912
1597348504,8088.37173,9127,0.0003011248191
1597348507,8091.21282,9247,0.001098998822
1597348509,8094.02376,9365,0.0001402091439
1597348512,8096.88723,9485,0.0003502967593
1597348515,8099.7215,9605,0.000923218322
1597348518,8102.55666,9722,0.0004331112432
1597348521,8105.41415,9841,0.005868307315
1597348524,8108.22379,9961,0.0002550745558
1597348534,8118.9975,10365,0.0003898481373
1597348537,8121.69392,10478,0.0004749435175
1597348540,8124.54091,10598,0.0009910000954
1597348543,8127.37876,10715,0.001918185269
1597348546,8130.16566,10833,0.0006902505411
1597348548,8133.02018,10952,0.0004993583425
1597348551,8135.86174,11069,0.0001599571406
1597348554,8138.67671,11187,0.001007810468
1597348557,8141.52554,11307,0.0001875607559
1597348560,8144.33279,11424,0.001508227782
1597348563,8147.13577,11544,0.0007874124567
1597348565,8149.97107,11663,0.0007783564506
1597348568,8152.83028,11779,0.0003537463199
1597348571,8155.63699,11899,0.0004285205796
1597348574,8158.48209,12017,0.0004406704684
1597348582,8166.75029,12323,0.007426046766
1597348585,8169.61373,12443,0.001517973375
1597348588,8172.4506,12563,0.0002449931053
1597348591,8175.24045,12679,0.0004835470463
1597348593,8178.07489,12799,0.0002495492226
1597348596,8180.89292,12916,0.0006927227951
1597348599,8183.71319,13034,0.001082157833
1597348602,8186.54359,13152,0.0003360053815
1597348605,8189.36552,13270,0.000987588428
1597348608,8192.24293,13388,0.0001669699559
1597348610,8195.07854,13508,0.0003649302234
1597348613,8197.91349,13626,0.0009105228237
1597348616,8200.7639,13744,0.0009406980826
1597348619,8203.57018,13861,0.0008004632546
1597348622,8206.37181,13978,0.00144632638
1597348632,8216.25732,14352,0.0007275494281
1597348635,8219.11845,14470,0.001841141144
1597348637,8221.94552,14587,0.001634013024
1597348640,8224.61489,14697,0.0003897428396
1597348643,8227.39855,14815,0.0009152446291
1597348646,8230.23133,14931,0.0003379955888
1597348648,8233.05682,15051,0.000132865156
1597348651,8235.85434,15166,0.0004996462958
1597348654,8238.69333,15284,0.001393962419
1597348657,8241.53976,15403,0.001474956283
1597348660,8244.31666,15518,0.0006713877083
1597348663,8247.11442,15636,0.0006190398708
1597348665,8249.91372,15753,0.0002528188343
1597348668,8252.73176,15870,0.0004695390526
1597348671,8255.53432,15988,0.0006121036713
1597348683,8267.55545,16438,0.001364067313
1597348686,8270.2031,16550,0.0002202239411
1597348688,8272.99988,16668,0.0001146531358
1597348691,8275.84038,16787,0.0003155949526
1597348694,8278.72135,16905,0.0003718605731
1597348697,8281.55442,17024,0.006034694146
1597348700,8284.42286,17144,0.0002437373332
1597348703,8287.23834,17261,0.0001631015912
1597348705,8290.04,17379,0.001064030104
1597348708,8292.90352,17496,0.007985809818
1597348711,8295.77157,17616,0.0009759092354
1597348714,8298.58968,17735,0.0001509085851
1597348717,8301.41116,17849,0.0005958975526
1597348720,8304.24087,17969,0.0004245018936
1597348733,8317.145,18454,0.0002242215851
1597348735,8319.94917,18573,0.0005106619792
1597348738,8322.79243,18692,0.00757667562
1597348741,8325.62389,18810,0.0003477166174
1597348744,8328.46527,18929,0.0004834995198
1597348747,8331.29494,19048,0.0003728280717
1597348749,8333.98132,19160,0.000933252275
1597348752,8336.80456,19279,0.0008132465882
1597348755,8339.62618,19397,0.001270723296
1597348758,8342.46092,19516,0.0006234188331
1597348761,8345.29892,19635,0.000423673453
1597348764,8348.10122,19753,0.0002545026073
1597348766,8350.89586,19871,0.001583370497
1597348769,8353.69794,19989,0.002856053878
1597348782,8366.59812,20475,0.0001771844254
1597348785,8369.40667,20590,0.0003086307843
1597348788,8372.21377,20708,0.0005354795721
1597348790,8375.04188,20828,0.0004067877016
1597348793,8377.83201,20946,0.0001563523401
1597348796,8380.67024,21063,0.0007850881084
1597348799,8383.33343,21175,0.003731684992
1597348802,8386.1512,21292,0.0004698746488
1597348804,8389.01919,21413,0.0006076723221
1597348807,8391.84981,21532,0.0005111416685
1597348810,8394.69093,21651,0.003447812051
1597348813,8397.53948,21770,0.000791790022
1597348816,8400.34932,21889,0.001326378668
1597348819,8403.21514,22009,0.0002004577836
