Wall time,Relative time (s),Step,Value
1585597392,0,117,6.533592224
1585597401,9,236,2.395288944
1585597409,17,342,2.239300489
1585597417,25,447,2.102248907
1585597425,33,554,2.131556034
1585597433,41,661,1.985476851
1585597441,49,766,1.941848636
1585597449,57,874,1.933943152
1585597457,65,979,1.915854216
1585597465,73,1086,1.801394939
1585597472,80,1191,1.89711833
1585597480,88,1298,2.077250004
1585597488,96,1402,1.830359578
1585597496,104,1507,1.881569982
1585597504,112,1611,1.826563358
1585597511,119,1718,1.842051268
1585597520,128,1825,1.774596572
1585597528,136,1932,1.810662031
1585597545,153,2123,1.697478533
1585597553,161,2231,1.681557417
1585597561,169,2338,1.677726507
1585597569,177,2444,1.763587475
1585597577,185,2548,1.79682827
1585597585,193,2653,1.778447628
1585597593,201,2759,1.603165627
1585597601,209,2863,1.74677515
1585597609,217,2969,1.493544698
1585597617,225,3076,1.616722226
1585597625,233,3181,1.555632353
1585597633,241,3286,1.580807328
1585597641,249,3393,1.38931942
1585597650,258,3503,1.632564306
1585597658,266,3611,1.429154754
1585597666,274,3717,1.679012418
1585597673,281,3823,1.488950491
1585597681,289,3929,1.483921051
1585597699,307,4127,1.25332284
1585597707,315,4231,1.555595636
1585597715,323,4336,1.558131933
1585597723,331,4442,1.375955582
1585597730,338,4548,1.254785299
1585597738,346,4655,1.319057226
1585597746,354,4760,1.242239714
1585597754,362,4866,1.306318998
1585597762,370,4974,1.428126574
1585597770,378,5080,1.356484056
1585597778,386,5185,1.313652039
1585597786,394,5294,1.081951022
1585597795,403,5400,1.145769715
1585597803,411,5507,1.284238338
1585597811,419,5613,1.178996682
1585597819,427,5720,1.145660162
1585597827,435,5823,1.281360269
1585597835,443,5927,1.004135728
1585597853,461,6128,0.887051642
1585597862,470,6235,0.885688722
1585597870,478,6341,1.018297434
1585597878,486,6448,1.032829762
1585597886,494,6553,0.903895974
1585597894,502,6661,1.048118114
1585597902,510,6768,0.865542412
1585597911,519,6877,0.986353874
1585597920,528,6986,1.010227442
1585597928,536,7092,0.957077861
1585597936,544,7198,1.047810316
1585597944,552,7307,1.165438414
1585597953,561,7415,0.975570738
1585597961,569,7522,0.817612469
1585597969,577,7626,0.813429475
1585597977,585,7734,0.811053514
1585597985,593,7843,0.871149421
1585597994,602,7951,0.560553432
1585598011,619,8133,0.8038674
1585598019,627,8241,0.858039618
1585598027,635,8348,0.847864509
1585598035,643,8456,0.849593997
1585598043,651,8561,0.987093568
1585598051,659,8667,0.667512774
1585598059,667,8773,0.471009284
1585598067,675,8878,0.768918097
1585598075,683,8984,0.699687243
1585598083,691,9090,0.636496603
1585598090,698,9195,0.711475134
1585598098,706,9302,0.599897623
1585598106,714,9408,0.721560538
1585598114,722,9513,0.805199742
1585598122,730,9618,0.522593856
1585598129,737,9723,0.817441285
1585598137,745,9829,0.600125015
1585598145,753,9937,0.509285212
1585598163,771,10135,0.542402148
1585598172,780,10242,0.659348488
1585598180,788,10347,0.479750276
1585598188,796,10455,0.617994249
1585598197,805,10560,0.50241375
1585598205,813,10666,0.432100296
1585598213,821,10772,0.552036643
1585598221,829,10878,0.546027839
1585598229,837,10988,0.415031374
1585598237,845,11093,0.565346122
1585598245,853,11201,0.470662296
1585598254,862,11308,0.398693532
1585598262,870,11413,0.560617447
1585598270,878,11519,0.47053051
1585598279,887,11625,0.433511972
1585598287,895,11730,0.486978173
1585598295,903,11835,0.384692729
1585598303,911,11941,0.479398578
1585598322,930,12134,0.472154319
1585598330,938,12241,0.476377606
1585598338,946,12345,0.369523734
1585598346,954,12451,0.518679023
1585598354,962,12558,0.271861106
1585598362,970,12665,0.408691198
1585598370,978,12771,0.455713928
1585598378,986,12877,0.397197396
1585598386,994,12982,0.446680844
1585598394,1002,13088,0.503142893
1585598403,1011,13196,0.36422199
1585598411,1019,13304,0.437885046
1585598419,1027,13410,0.5238204
1585598427,1035,13516,0.334122777
1585598435,1043,13623,0.432041287
1585598443,1051,13730,0.41356343
1585598451,1059,13835,0.5029037
1585598460,1068,13941,0.479494005
1585598479,1087,14149,0.478963703
1585598487,1095,14255,0.358645529
1585598495,1103,14362,0.347306609
1585598503,1111,14467,0.526638985
1585598511,1119,14573,0.369036078
1585598519,1127,14680,0.404943526
1585598527,1135,14785,0.365249634
1585598536,1144,14890,0.441595495
1585598544,1152,14996,0.366471678
1585598552,1160,15103,0.543524027
1585598560,1168,15209,0.43238613
1585598568,1176,15318,0.336886644
1585598576,1184,15423,0.371956587
1585598584,1192,15529,0.378858626
1585598592,1200,15636,0.327609658
1585598600,1208,15742,0.319200516
1585598609,1217,15849,0.301416546
1585598616,1224,15954,0.368196338
1585598635,1243,16151,0.342588574
1585598643,1251,16258,0.339081734
1585598651,1259,16364,0.422321409
1585598659,1267,16473,0.51774615
1585598668,1276,16580,0.413413942
1585598676,1284,16688,0.328325838
1585598684,1292,16794,0.227329105
1585598692,1300,16901,0.242043674
1585598700,1308,17006,0.235195994
1585598708,1316,17112,0.361998916
1585598717,1325,17219,0.268046677
1585598725,1333,17325,0.412353367
1585598733,1341,17431,0.291987389
1585598741,1349,17536,0.260087252
1585598749,1357,17644,0.181899354
1585598757,1365,17751,0.263593823
