Wall time,Raw Time,Step,Value,Time
1590675045,0,0,0.1061000004,0
1590675417,371.75823,250,0.4821999967,371.75823
1590675728,682.88464,500,0.7350000143,682.88464
1590676100,1054.44432,750,0.8122000098,1054.44432
1590676412,1366.19153,1000,0.8554999828,1366.19153
1590676784,1738.97882,1250,0.8579000235,1738.97882
1590677096,2050.28532,1500,0.8567000031,2050.28532
1590677407,2361.62436,1750,0.8730000257,2361.62436
1590677779,2733.31535,2000,0.8762000203,2733.31535
1590678090,3044.88589,2250,0.8736000061,3044.88589
1590678403,3357.31736,2500,0.8820999861,3357.31736
1590678775,3729.31466,2750,0.8733000159,3729.31466
1590679086,4040.9794,3000,0.8737999797,4040.9794
1590679458,4412.94511,3250,0.8820000291,4412.94511
1590679770,4724.79787,3500,0.8877000213,4724.79787
1590680082,5036.21216,3750,0.8885999918,5036.21216
1590680453,5407.84069,4000,0.8913000226,5407.84069
1590680704,5658.91724,6055,0.831799984,5477.91724
1590680715,5669.21235,8025,0.8227999806,5488.21235
1590680786,5740.31952,10141,0.8694999814,5559.31952
1590680856,5810.84743,14116,0.8705999851,5629.84743
1590680927,5881.45597,16064,0.8733000159,5700.45597
1590680997,5951.92059,20080,0.845600009,5770.92059
1590681068,6022.63737,22153,0.8826000094,5841.63737
1590681139,6093.15314,24130,0.8964999914,5912.15314
1590681149,6103.43202,26112,0.8830999732,5922.43202
1590681219,6174.02494,28119,0.8346999884,5993.02494
1590681290,6244.65116,30168,0.8909000158,6063.65116
1590681301,6255.34304,32144,0.9118999839,6074.34304
1590681371,6326.04203,34147,0.9218999743,6145.04203
1590681442,6396.7671,36014,0.9233000278,6215.7671
