Wall time,Step,Value
1597086406.326238,1,2.762216329574585
1597086545.507265,101,2.3910930156707764
1597086673.682539,201,1.6132571697235107
1597086814.903971,301,1.3925495147705078
1597086943.229833,401,1.0207679271697998
1597087084.171236,501,0.5381793975830078
1597087212.49708,601,0.3838748633861542
1597087340.756486,701,0.20987139642238617
1597087696.990758,870,0.10796959698200226
1597087703.320829,1005,0.0698726698756218
1597087707.314115,1114,0.08154861629009247
1597087710.895893,1228,0.04458475485444069
1597087713.954608,1340,0.09075334668159485
1597087716.977207,1459,0.026520831510424614
1597087719.882292,1574,0.08856016397476196
1597087722.754441,1694,0.0358332060277462
1597087725.465997,1806,0.030800750479102135
1597087728.164475,1919,0.03127991408109665
1597087731.018493,2039,0.08622432500123978
1597087733.892192,2158,0.04913901537656784
1597087736.607193,2272,0.044411808252334595
1597087739.435686,2390,0.06909044086933136
1597087742.291295,2507,0.05925366282463074
1597087745.139961,2627,0.05979280546307564
1597087748.017488,2746,0.05739646777510643
1597087758.865514,3153,0.07593696564435959
1597087761.545695,3265,0.05576815456151962
1597087764.406495,3385,0.10584540665149689
1597087767.253945,3505,0.08800851553678513
1597087770.102791,3624,0.05274844542145729
1597087772.962898,3744,0.09576046466827393
1597087775.825602,3864,0.06514978408813477
1597087778.7014,3983,0.04705699533224106
1597087781.544139,4103,0.07886937260627747
1597087784.382583,4223,0.028108689934015274
1597087787.236642,4341,0.031070688739418983
1597087790.118212,4461,0.04485969990491867
1597087792.981404,4581,0.06134771555662155
1597087795.851541,4699,0.06595999002456665
1597087807.147893,5127,0.05157824233174324
1597087809.935119,5242,0.026529664173722267
1597087812.761213,5360,0.0436260923743248
1597087815.574203,5480,0.04623468965291977
1597087818.424462,5600,0.036363352090120316
1597087821.262428,5718,0.04857788234949112
1597087824.108951,5837,0.05249547213315964
1597087826.98462,5957,0.01289130374789238
1597087829.85631,6077,0.07209531962871552
1597087832.731953,6198,0.030508270487189293
1597087835.601911,6318,0.030459970235824585
1597087838.454839,6435,0.014348922297358513
1597087841.314395,6555,0.06143970042467117
1597087844.189054,6675,0.09679178893566132
1597087847.049216,6795,0.03504783660173416
1597087857.339808,7176,0.0852699726819992
1597087860.043435,7289,0.007872934453189373
1597087862.913137,7407,0.04056788980960846
