Wall time,Relative time (s),Step,Value
1585143687,0,1,2.968819618
1585143761,74,101,2.269021511
1585143831,144,201,1.829661727
1585143900,213,301,1.627542257
1585143970,283,401,1.463397026
1585144039,352,501,1.402470827
1585144109,422,601,1.279931664
1585144179,492,701,1.128576756
1585144248,561,801,1.135920525
1585144318,631,901,1.036365271
1585144387,700,1001,0.890874147
1585144457,770,1101,0.787565589
1585144527,840,1201,0.755053818
1585144596,909,1301,0.687063813
1585144666,979,1401,0.681181669
1585144735,1048,1501,0.542315245
1585144805,1118,1601,0.548996925
1585144874,1187,1701,0.435421705
1585144944,1257,1801,0.494850248
1585145013,1326,1901,0.46108532
1585145095,1408,2001,0.422262371
1585145164,1477,2101,0.457725644
1585145233,1546,2201,0.406821668
1585145302,1615,2301,0.435082495
1585145372,1685,2401,0.354906082
1585145441,1754,2501,0.365273893
1585145510,1823,2601,0.338730484
1585145579,1892,2701,0.3348822
1585145648,1961,2801,0.33990562
1585145717,2030,2901,0.247284919
1585145787,2100,3001,0.32138747
1585145855,2168,3101,0.258437634
1585145925,2238,3201,0.216903836
1585145993,2306,3301,0.218971401
1585146062,2375,3401,0.260317087
1585146131,2444,3501,0.210766107
1585146200,2513,3601,0.159513831
1585146269,2582,3701,0.172590584
1585146339,2652,3801,0.200469732
1585146408,2721,3901,0.198558137
1585146490,2803,4001,0.185133711
1585146560,2873,4101,0.175293282
1585146630,2943,4201,0.141899049
1585146699,3012,4301,0.181420058
1585146768,3081,4401,0.151377916
1585146838,3151,4501,0.147982359
1585146907,3220,4601,0.118144423
1585146976,3289,4701,0.184121102
1585147046,3359,4801,0.126364022
1585147115,3428,4901,0.153125688
1585147184,3497,5001,0.124972083
1585147253,3566,5101,0.119260795
1585147323,3636,5201,0.196383402
1585147392,3705,5301,0.101384416
1585147461,3774,5401,0.093626484
1585147530,3843,5501,0.083961606
1585147599,3912,5601,0.102934167
1585147669,3982,5701,0.098984405
1585147738,4051,5801,0.102732308
1585147807,4120,5901,0.072543003
1585147887,4200,6001,0.114032984
1585147956,4269,6101,0.12119817
1585148026,4339,6201,0.066943608
1585148095,4408,6301,0.08955428
1585148164,4477,6401,0.082061268
1585148234,4547,6501,0.076155856
1585148303,4616,6601,0.105511352
1585148372,4685,6701,0.05885217
1585148441,4754,6801,0.035425626
1585148509,4822,6901,0.081020579
1585148578,4891,7001,0.106781647
1585148648,4961,7101,0.103180923
1585148717,5030,7201,0.07446149
1585148786,5099,7301,0.059418965
1585148855,5168,7401,0.092485823
1585148924,5237,7501,0.075816415
1585148993,5306,7601,0.099552587
1585149062,5375,7701,0.078519583
1585149131,5444,7801,0.080100365
1585149200,5513,7901,0.083181508
1585149279,5592,8001,0.031034701
1585149348,5661,8101,0.057557076
1585149418,5731,8201,0.059236303
1585149487,5800,8301,0.054360151
1585149556,5869,8401,0.05324126
1585149625,5938,8501,0.062188104
1585149694,6007,8601,0.101945087
1585149764,6077,8701,0.080437727
1585149833,6146,8801,0.06718719
1585149902,6215,8901,0.041052539
1585149972,6285,9001,0.067762509
1585150041,6354,9101,0.050843678
1585150110,6423,9201,0.070029244
