Wall time,Relative time (s),Step,Value,Norm value
1587085545,22300,30201,0.024700977,0.007428228
1587085617,22372,30301,0.01895171,0.005699273
1587085690,22445,30401,0.011821339,0.003554985
1587085761,22516,30501,0.015618267,0.004696821
1587085833,22588,30601,0.016694812,0.005020565
1587085906,22661,30701,0.017357124,0.005219738
1587085981,22736,30801,0.019972514,0.006006254
1587086054,22809,30901,0.012295922,0.003697704
1587086139,22894,31001,0.017350167,0.005217648
1587086213,22968,31101,0.015397322,0.004630375
1587086287,23042,31201,0.02332272,0.00701375
1587086358,23113,31301,0.015811345,0.004754882
1587086429,23184,31401,0.019634254,0.005904531
1587086502,23257,31501,0.018885134,0.005679251
1587086575,23330,31601,0.021282654,0.006400248
1587086647,23402,31701,0.015971061,0.004802914
1587086720,23475,31801,0.01133067,0.003407428
1587086792,23547,31901,0.025210062,0.007581322
1587086876,23631,32001,0.01286092,0.003867614
1587086950,23705,32101,0.020893114,0.006283103
1587087023,23778,32201,0.015483523,0.004656298
1587087096,23851,32301,0.023739848,0.007139192
1587087169,23924,32401,0.015052238,0.004526601
1587087241,23996,32501,0.019045085,0.005727352
1587087315,24070,32601,0.018921241,0.00569011
1587087388,24143,32701,0.018685184,0.005619121
1587087461,24216,32801,0.012345736,0.003712686
1587087534,24289,32901,0.01586462,0.004770905
1587087618,24373,33001,0.028804475,0.008662258
1587087690,24445,33101,0.01444187,0.004343047
1587087763,24518,33201,0.015925638,0.004789255
1587087834,24589,33301,0.022352416,0.006721955
1587087907,24662,33401,0.021008842,0.006317906
1587087981,24736,33501,0.021540191,0.006477697
1587088053,24808,33601,0.016022358,0.004818341
1587088125,24880,33701,0.01647222,0.004953626
1587088197,24952,33801,0.016974412,0.005104648
1587088268,25023,33901,0.022875518,0.006879265
1587088352,25107,34001,0.019198503,0.005773489
1587088425,25180,34101,0.019424796,0.005841544
1587088498,25253,34201,0.022431938,0.006745869
1587088571,25326,34301,0.015506306,0.004663152
