Wall time,Relative time (s),Step,Value
1585066564,0,1,3.529290676
1585066596,32,101,2.50185585
1585066623,59,201,2.223666906
1585066650,86,301,1.956290483
1585066677,113,401,1.804130912
1585066703,139,501,1.620254397
1585066730,166,601,1.434089184
1585066756,192,701,1.509682536
1585066783,219,801,1.454476595
1585066810,246,901,1.318655252
1585066836,272,1001,1.220611811
1585066863,299,1101,1.187042236
1585066889,325,1201,0.991864979
1585066916,352,1301,1.022320509
1585066942,378,1401,0.885957003
1585066969,405,1501,0.804391682
1585066995,431,1601,0.749488831
1585067021,457,1701,0.704427421
1585067048,484,1801,0.615480542
1585067075,511,1901,0.658654869
1585067113,549,2001,0.555693805
1585067140,576,2101,0.497996628
1585067167,603,2201,0.44062376
1585067194,630,2301,0.468391597
1585067220,656,2401,0.391376734
1585067247,683,2501,0.388229966
1585067274,710,2601,0.426387846
1585067300,736,2701,0.34618786
1585067327,763,2801,0.407356471
1585067354,790,2901,0.37924397
1585067380,816,3001,0.400522113
1585067407,843,3101,0.331306756
1585067434,870,3201,0.478057593
1585067461,897,3301,0.292646289
1585067488,924,3401,0.32124126
1585067515,951,3501,0.261527479
1585067542,978,3601,0.307261586
1585067568,1004,3701,0.208332628
1585067595,1031,3801,0.248095334
1585067621,1057,3901,0.198687613
1585067658,1094,4001,0.201580629
1585067685,1121,4101,0.282638073
1585067711,1147,4201,0.206647754
1585067738,1174,4301,0.178237155
1585067764,1200,4401,0.137581334
1585067791,1227,4501,0.129107937
1585067817,1253,4601,0.196558699
1585067843,1279,4701,0.156649172
1585067869,1305,4801,0.191913232
1585067896,1332,4901,0.126093894
1585067922,1358,5001,0.143551484
1585067949,1385,5101,0.174157113
1585067975,1411,5201,0.158385098
1585068002,1438,5301,0.11548014
1585068028,1464,5401,0.148809507
1585068054,1490,5501,0.132549137
1585068080,1516,5601,0.100364447
1585068106,1542,5701,0.142631546
1585068133,1569,5801,0.168287456
1585068159,1595,5901,0.122062676
1585068195,1631,6001,0.13102141
1585068222,1658,6101,0.139082253
1585068248,1684,6201,0.123565599
1585068275,1711,6301,0.127103984
1585068301,1737,6401,0.109159514
1585068327,1763,6501,0.102731094
1585068353,1789,6601,0.138662741
1585068379,1815,6701,0.102491543
1585068407,1843,6801,0.115167327
1585068434,1870,6901,0.094408661
1585068461,1897,7001,0.103261173
1585068487,1923,7101,0.106974818
1585068514,1950,7201,0.065105751
1585068541,1977,7301,0.092705667
1585068567,2003,7401,0.131835833
1585068593,2029,7501,0.077312395
1585068620,2056,7601,0.108714022
1585068646,2082,7701,0.073664688
1585068673,2109,7801,0.099810503
1585068699,2135,7901,0.075704932
1585068735,2171,8001,0.124305241
1585068762,2198,8101,0.0860864
1585068789,2225,8201,0.056439884
1585068815,2251,8301,0.08041501
1585068841,2277,8401,0.06675221
1585068867,2303,8501,0.078296132
1585068893,2329,8601,0.109607011
1585068920,2356,8701,0.063441634
1585068946,2382,8801,0.076629475
1585068972,2408,8901,0.084751889
1585068998,2434,9001,0.040908284
1585069025,2461,9101,0.105972014
1585069052,2488,9201,0.075325727
1585069079,2515,9301,0.050825249
1585069106,2542,9401,0.091610849
1585069132,2568,9501,0.074650146
1585069159,2595,9601,0.081988864
1585069186,2622,9701,0.065267935
1585069214,2650,9801,0.051785696
1585069241,2677,9901,0.074311242
1585069277,2713,10001,0.070839435
1585069303,2739,10101,0.066098973
1585069330,2766,10201,0.048546392
1585069356,2792,10301,0.092986628
1585069383,2819,10401,0.076495692
1585069409,2845,10501,0.074129254
1585069435,2871,10601,0.08858864
1585069462,2898,10701,0.083754502
1585069488,2924,10801,0.085874856
1585069514,2950,10901,0.065388486
1585069541,2977,11001,0.050221182
1585069567,3003,11101,0.064624064
1585069594,3030,11201,0.093988001
1585069620,3056,11301,0.072321534
1585069647,3083,11401,0.090363517
1585069674,3110,11501,0.080857627
1585069700,3136,11601,0.072196871
1585069727,3163,11701,0.059495945
1585069753,3189,11801,0.068609834
1585069780,3216,11901,0.091930375
1585069817,3253,12001,0.069270916
1585069843,3279,12101,0.060861669
1585069869,3305,12201,0.053078935
1585069896,3332,12301,0.044195287
1585069922,3358,12401,0.062157124
1585069949,3385,12501,0.058389209
1585069976,3412,12601,0.036659494
1585070002,3438,12701,0.077582881
1585070029,3465,12801,0.061103031
1585070055,3491,12901,0.047648564
1585070082,3518,13001,0.080831163
1585070108,3544,13101,0.06069446
1585070134,3570,13201,0.046598215
1585070161,3597,13301,0.03503561
1585070187,3623,13401,0.05920779
1585070213,3649,13501,0.04749627
1585070239,3675,13601,0.050502282
1585070265,3701,13701,0.057533178
1585070296,3732,13801,0.035481606
1585070323,3759,13901,0.057401434
1585070376,3812,14001,0.067395918
1585070403,3839,14101,0.061381128
1585070430,3866,14201,0.046206418
1585070456,3892,14301,0.024641838
1585070483,3919,14401,0.075629964
1585070509,3945,14501,0.044415727
1585070536,3972,14601,0.031951483
1585070563,3999,14701,0.057739995
1585070590,4026,14801,0.077253461
1585070616,4052,14901,0.08393117
1585070642,4078,15001,0.043550853
1585070668,4104,15101,0.068738267
1585070695,4131,15201,0.037924007
1585070721,4157,15301,0.057978701
1585070747,4183,15401,0.097858541
1585070774,4210,15501,0.057910476
1585070801,4237,15601,0.059860453
1585070827,4263,15701,0.086696967
1585070853,4289,15801,0.067353047
1585070880,4316,15901,0.042175863
1585070918,4354,16001,0.052971125
1585070945,4381,16101,0.035889007
1585070971,4407,16201,0.033602633
1585070998,4434,16301,0.047068197
1585071024,4460,16401,0.049711037
1585071051,4487,16501,0.068390377
1585071077,4513,16601,0.043739766
1585071104,4540,16701,0.073351964
1585071130,4566,16801,0.056815654
1585071157,4593,16901,0.070868187
1585071184,4620,17001,0.064276874
1585071210,4646,17101,0.046346162
1585071237,4673,17201,0.045849621
1585071263,4699,17301,0.036519781
1585071290,4726,17401,0.049048565
1585071316,4752,17501,0.052675571
1585071342,4778,17601,0.032689258
1585071369,4805,17701,0.034344852
1585071396,4832,17801,0.066998333
1585071422,4858,17901,0.050764233
1585071458,4894,18001,0.055515826
1585071485,4921,18101,0.031634971
1585071512,4948,18201,0.035317726
1585071538,4974,18301,0.054001968
1585071564,5000,18401,0.074843839
1585071590,5026,18501,0.057704769
1585071617,5053,18601,0.041656215
1585071644,5080,18701,0.033297282
1585071670,5106,18801,0.053286251
1585071696,5132,18901,0.051210985
1585071723,5159,19001,0.059425361
1585071750,5186,19101,0.051011935
1585071777,5213,19201,0.031440038
1585071803,5239,19301,0.034655709
1585071830,5266,19401,0.047067612
1585071856,5292,19501,0.03655709
1585071882,5318,19601,0.038700234
1585071908,5344,19701,0.036649186
1585071934,5370,19801,0.040518314
1585071960,5396,19901,0.056661427
1585072001,5437,20001,0.045161724
1585072028,5464,20101,0.082863986
1585072054,5490,20201,0.054828893
1585072080,5516,20301,0.023944609
1585072106,5542,20401,0.05605983
1585072132,5568,20501,0.06421759
1585072159,5595,20601,0.038331889
1585072186,5622,20701,0.043420993
1585072212,5648,20801,0.039959177
1585072238,5674,20901,0.052543528
1585072265,5701,21001,0.027637828
1585072291,5727,21101,0.035434708
1585072318,5754,21201,0.102659993
1585072344,5780,21301,0.028457459
1585072370,5806,21401,0.06357947
1585072397,5833,21501,0.093966797
1585072423,5859,21601,0.040850248
1585072450,5886,21701,0.052686892
1585072476,5912,21801,0.059804555
1585072502,5938,21901,0.042380884
1585072540,5976,22001,0.031221872
1585072566,6002,22101,0.036177322
1585072593,6029,22201,0.059135988
1585072619,6055,22301,0.046527386
1585072645,6081,22401,0.031737827
1585072672,6108,22501,0.030154809
1585072698,6134,22601,0.05936908
1585072724,6160,22701,0.045121655
1585072750,6186,22801,0.031152111
1585072776,6212,22901,0.04048159
1585072802,6238,23001,0.020717766
1585072828,6264,23101,0.041274749
1585072854,6290,23201,0.053163603
1585072880,6316,23301,0.042539824
1585072906,6342,23401,0.041326016
1585072932,6368,23501,0.057558827
1585072958,6394,23601,0.038361676
1585072984,6420,23701,0.027744465
1585073011,6447,23801,0.082732581
1585073037,6473,23901,0.047220234
1585073074,6510,24001,0.035992615
