Wall time,Relative time (s),Step,Value,Norm value
1587056910,24436,35701,0.032511849,0.008854263
1587056977,24503,35801,0.02858063,0.007783637
1587057044,24570,35901,0.029167004,0.007943328
1587057123,24649,36001,0.039308205,0.010705181
1587057190,24716,36101,0.038473811,0.010477941
1587057257,24783,36201,0.029678464,0.008082619
1587057324,24850,36301,0.030149685,0.008210954
1587057392,24918,36401,0.036833212,0.010031141
1587057459,24985,36501,0.045019966,0.01226072
1587057526,25052,36601,0.03502373,0.009538348
1587057593,25119,36701,0.039224543,0.010682395
1587057661,25187,36801,0.024124485,0.006570051
1587057728,25254,36901,0.023211032,0.006321282
1587057807,25333,37001,0.033953264,0.009246816
