Wall time,Relative time (s),Step,Value
1587032496,0,0,0.084700003
1587033235,739,1000,0.772400022
1587033915,1419,2000,0.84859997
1587034593,2097,3000,0.861800015
1587035272,2776,4000,0.880500019
1587035952,3456,5000,0.879199982
1587036630,4134,6000,0.885100007
1587037310,4814,7000,0.889800012
1587037989,5493,8000,0.890299976
1587038728,6232,9000,0.8926
1587039408,6912,10000,0.890699983
1587040087,7591,11000,0.897000015
1587040766,8270,12000,0.889199972
1587041446,8950,13000,0.893599987
1587042124,9628,14000,0.898500025
1587042803,10307,15000,0.900200009
1587043482,10986,16000,0.902999997
1587044161,11665,17000,0.905600011
1587044841,12345,18000,0.888800025
1587045580,13084,19000,0.903199971
1587046260,13764,20000,0.651799977
1587046939,14443,21000,0.831700027
1587047618,15122,22000,0.866599977
1587048297,15801,23000,0.87379998
1587048977,16481,24000,0.875400007
1587049657,17161,25000,0.870500028
1587050336,17840,26000,0.873199999
1587051016,18520,27000,0.878400028
1587051695,19199,28000,0.879599988
1587052373,19877,29000,0.879400015
1587053053,20557,30000,0.883700013
1587053731,21235,31000,0.887700021
1587054410,21914,32000,0.890600026
1587055148,22652,33000,0.890299976
1587055827,23331,34000,0.899399996
1587056507,24011,35000,0.89200002
1587057185,24689,36000,0.888300002
1587057864,25368,37000,0.898699999
1587058543,26047,38000,0.900900006
1587059222,26726,39000,0.899299979
1587059894,27398,40000,0.894200027
