Wall time,Relative time (s),Step,Value
1585589493,0,153,5.281702995
1585589501,8,277,2.312012672
1585589508,15,383,2.146667242
1585589515,22,491,2.111624002
1585589522,29,597,2.064650536
1585589528,35,703,2.044919729
1585589535,42,811,2.038550377
1585589542,49,918,1.867597818
1585589548,55,1026,1.876727939
1585589555,62,1133,1.927737951
1585589562,69,1239,1.809202433
1585589568,75,1346,1.888029099
1585589575,82,1453,1.890031815
1585589582,89,1562,1.754473925
1585589588,95,1668,1.739718437
1585589595,102,1775,1.848766804
1585589602,109,1882,1.801720023
1585589608,115,1989,1.904922485
1585589621,128,2149,1.672166467
1585589628,135,2256,1.691175938
1585589635,142,2363,1.659872532
1585589641,148,2469,1.645676017
1585589648,155,2576,1.729230404
1585589655,162,2682,1.676250219
1585589661,168,2790,1.63735199
1585589668,175,2897,1.717166901
1585589675,182,3003,1.668692589
1585589681,188,3109,1.570503473
1585589688,195,3216,1.734778166
1585589695,202,3322,1.598549128
1585589701,208,3428,1.545402408
1585589708,215,3534,1.506322861
1585589715,222,3640,1.454058051
1585589721,228,3745,1.629479647
1585589728,235,3851,1.469299912
1585589735,242,3958,1.516530275
1585589750,257,4152,1.483494043
1585589757,264,4259,1.319018006
1585589763,270,4366,1.132383943
1585589770,277,4473,1.395858765
1585589777,284,4579,1.310898304
1585589783,290,4686,1.362103224
1585589790,297,4793,1.219904304
1585589796,303,4899,1.245758653
1585589803,310,5005,1.159326553
1585589810,317,5112,1.118578434
1585589816,323,5219,1.216176748
1585589823,330,5325,1.134529948
1585589830,337,5432,1.205897689
1585589836,343,5540,1.161612272
1585589843,350,5647,0.960476696
1585589850,357,5755,1.118165016
1585589856,363,5862,1.003437638
1585589863,370,5970,1.01789546
1585589877,384,6153,1.028348804
1585589884,391,6260,1.009353518
1585589891,398,6365,1.155139565
1585589897,404,6473,0.930305779
1585589904,411,6579,1.043306231
1585589911,418,6686,0.999110043
1585589917,424,6794,0.818831384
1585589924,431,6900,0.83300817
1585589931,438,7008,0.981926024
1585589937,444,7115,0.913226604
1585589944,451,7223,0.765659451
1585589951,458,7329,0.780092478
1585589957,464,7436,1.001441479
1585589964,471,7543,0.820163488
1585589971,478,7650,0.843028665
1585589977,484,7757,0.947611809
1585589984,491,7866,0.897498965
1585589991,498,7973,0.823193431
1585590005,512,8156,0.790087342
1585590012,519,8264,0.738774896
1585590018,525,8370,0.725704312
1585590025,532,8477,0.708935738
1585590032,539,8584,0.500607371
1585590038,545,8692,0.625704765
1585590045,552,8799,0.686696708
1585590052,559,8908,0.708924234
1585590059,566,9015,0.686314702
1585590065,572,9122,0.593848228
1585590072,579,9229,0.8848961
1585590079,586,9336,0.488613009
1585590085,592,9440,0.71941936
1585590092,599,9548,0.5950858
1585590099,606,9655,0.699017763
1585590105,612,9763,0.617204905
1585590112,619,9870,0.660293937
1585590119,626,9978,0.809340954
1585590133,640,10158,0.55229497
1585590140,647,10266,0.599263072
1585590146,653,10371,0.563670039
1585590153,660,10479,0.640283585
1585590160,667,10586,0.707818389
1585590166,673,10690,0.469806433
1585590173,680,10798,0.49938184
1585590179,686,10905,0.408346385
1585590186,693,11013,0.47451821
1585590193,700,11120,0.436587572
1585590199,706,11223,0.49786669
1585590206,713,11328,0.517248034
