Wall time,Step,Value
1590688378.076868,1,3.548474073410034
1590688521.602643,101,2.056112766265869
1590688648.656167,201,1.673681378364563
1590688792.867124,301,1.292704701423645
1590688920.869076,401,1.3953087329864502
1590689064.26095,501,0.5993514060974121
1590689192.297401,601,0.31689733266830444
1590689320.459331,701,0.18226087093353271
1590689463.361241,801,0.11677354574203491
1590689591.526402,901,0.1105608344078064
1590689735.52747,1001,0.05493055284023285
1590689863.752438,1101,0.0615176260471344
1590689991.760541,1201,0.035360220819711685
1590690136.727085,1301,0.030096162110567093
1590690264.982256,1401,0.036338064819574356
1590690411.954617,1501,0.03809802234172821
1590690540.18664,1601,0.031736716628074646
1590690668.19227,1701,0.031232472509145737
1590690809.136986,1801,0.03519663214683533
1590690937.299215,1901,0.02497616410255432
1590691079.726458,2001,0.030675264075398445
1590691207.907441,2101,0.02902543917298317
1590691335.998681,2201,0.025756027549505234
1590691475.630239,2301,0.023077936843037605
1590691603.855849,2401,0.02517792396247387
1590691748.294702,2501,0.01983058825135231
1590691876.28136,2601,0.026204446330666542
1590692004.201198,2701,0.026153411716222763
1590692145.164943,2801,0.026628505438566208
1590692273.210264,2901,0.02468186989426613
1590692414.825628,3001,0.02626766636967659
1590692543.117824,3101,0.03083885833621025
1590692671.398937,3201,0.024704406037926674
1590692810.913138,3301,0.017098240554332733
1590692939.005783,3401,0.023841392248868942
1590693080.560109,3501,0.023627102375030518
1590693208.709897,3601,0.01968807354569435
1590693336.667695,3701,0.012985039502382278
1590693479.857172,3801,0.023608166724443436
1590693607.708711,3901,0.016024703159928322
1590693914.228124,4081,1.8209114074707031
1590693920.669648,4215,0.3734350800514221
1590693924.646341,4325,0.25492793321609497
1590693928.083711,4435,0.29176071286201477
1590693931.146482,4548,0.3317105174064636
1590693934.006508,4661,0.5515614151954651
1590693937.23275,4790,1.1687371730804443
1590693940.075963,4910,0.4664134979248047
1590693942.932415,5029,0.38985979557037354
1590693945.779755,5149,0.2245703488588333
1590693948.618605,5269,0.24209865927696228
1590693951.485566,5389,0.2602505683898926
1590693954.321126,5509,0.31236732006073
1590693957.161523,5628,0.24689099192619324
1590693960.051487,5749,0.1997680366039276
1590693962.898588,5869,0.24291124939918518
1590693965.7284,5989,0.3740628957748413
1590693973.880978,6292,0.19887948036193848
1590693976.762412,6412,0.19759827852249146
1590693979.448803,6527,0.2306811660528183
1590693982.317986,6647,0.14776358008384705
1590693985.164881,6766,0.16977031528949738
1590693988.055814,6886,0.16684770584106445
1590693990.89319,7006,0.20895060896873474
1590693993.597165,7120,0.24164879322052002
1590693996.452743,7240,0.21543531119823456
1590693999.31657,7360,0.07252183556556702
1590694002.168197,7480,0.09978488087654114
1590694005.044211,7599,0.25895753502845764
1590694007.744621,7712,0.18274244666099548
1590694010.432199,7825,0.13247717916965485
1590694013.297567,7944,0.0862216204404831
1590694025.227998,8396,0.22339434921741486
1590694028.067738,8514,0.16330908238887787
1590694030.902032,8632,0.05178634449839592
1590694033.599373,8745,0.11018754541873932
1590694036.447215,8864,0.16861610114574432
