Wall time,Time,Progress,Step,Norm loss,Value,Loss alpha,Loss alpha abs
1588299781,1361,0.7911346626,50313,0.001933624737,0.00576953,0.00523175,0.00523175
1588299784,1364,0.7929272281,50427,0.005832314093,0.0174024,-0.01163287,0.01163287
1588299794,1374,0.7983678219,50773,0.007909926849,0.02360156,-0.00619916,0.00619916
1588299797,1377,0.8002232845,50891,0.003793805966,0.01131992,0.01228164,0.01228164
1588299800,1380,0.8021101956,51011,0.003904155558,0.01164918,-0.00032926,0.00032926
1588299803,1383,0.8039027612,51125,0.005077291098,0.01514957,-0.00350039,0.00350039
1588299806,1386,0.8057424995,51242,0.006366614443,0.01899664,-0.00384707,0.00384707
1588299809,1389,0.8076451349,51363,0.003285217882,0.0098024,0.00919424,0.00919424
1588299812,1392,0.8094377005,51477,0.00707198917,0.02110133,-0.01129893,0.01129893
1588299822,1402,0.8146581546,51809,0.004236152792,0.01263979,0.00846154,0.00846154
1588299825,1405,0.8164664444,51924,0.002600943836,0.00776067,0.00487912,0.00487912
1588299828,1408,0.8183533556,52044,0.001224268497,0.00365296,0.00410771,0.00410771
1588299831,1411,0.8202559909,52165,0.0007850921354,0.00234255,0.00131041,0.00131041
1588299834,1414,0.8220485565,52279,0.000870537159,0.0025975,-0.00025495,0.00025495
1588299837,1417,0.8238411221,52393,0.009045881488,0.02699101,-0.02439351,0.02439351
1588299848,1428,0.8301151016,52792,0.006509530001,0.01942307,0.00756794,0.00756794
1588299851,1431,0.8319391157,52908,0.001191005431,0.00355371,0.01586936,0.01586936
1588299854,1434,0.8336845085,53019,0.0007613873835,0.00227182,0.00128189,0.00128189
1588299857,1437,0.8355242468,53136,0.006409690532,0.01912517,-0.01685335,0.01685335
1588299860,1440,0.8373325366,53251,0.01053224954,0.03142602,-0.01230085,0.01230085
1588299863,1443,0.8391408265,53366,0.001720147912,0.00513256,0.02629346,0.02629346
1588299866,1446,0.8410120133,53485,0.004819829943,0.01438136,-0.0092488,0.0092488
1588299876,1456,0.8464526071,53831,0.004363534414,0.01301987,0.00136149,0.00136149
1588299879,1459,0.8482451727,53945,0.002620978758,0.00782045,0.00519942,0.00519942
1588299882,1462,0.8501320838,54065,0.001391602664,0.00415225,0.0036682,0.0036682
1588299885,1465,0.8519875464,54183,0.0112675627,0.03362004,-0.02946779,0.02946779
1588299888,1468,0.8537643877,54296,0.003806015271,0.01135635,0.02226369,0.02226369
1588299891,1471,0.8555726775,54411,0.001542910233,0.00460372,0.00675263,0.00675263
1588299893,1473,0.8573495188,54524,0.001790233275,0.00534168,-0.00073796,0.00073796
1588299904,1484,0.8629316309,54879,0.004636087114,0.01383311,-0.00849143,0.00849143
1588299907,1487,0.8647399207,54994,0.003758307488,0.011214,0.00261911,0.00261911
1588299910,1490,0.8666268319,55114,0.01394965166,0.04162283,-0.03040883,0.03040883
1588299913,1493,0.868513743,55234,0.001927809985,0.00575218,0.03587065,0.03587065
1588299916,1496,0.8704006541,55354,0.01108370927,0.03307146,-0.02731928,0.02731928
1588299919,1499,0.8722875653,55474,0.003829931164,0.01142771,0.02164375,0.02164375
1588299930,1510,0.8781998868,55850,0.003146836826,0.0093895,0.00203821,0.00203821
1588299933,1513,0.8800081766,55965,0.001500474269,0.0044771,0.0049124,0.0049124
1588299936,1516,0.8818793635,56084,0.008096739599,0.02415897,-0.01968187,0.01968187
1588299939,1519,0.8836247563,56195,0.007243948327,0.02161442,0.00254455,0.00254455
1588299942,1522,0.8854802189,56313,0.01088612163,0.0324819,-0.01086748,0.01086748
1588299945,1525,0.88736713,56433,0.006016003298,0.01795049,0.01453141,0.01453141
1588299959,1539,0.8955909177,56956,0.006301281425,0.0188017,-0.00085121,0.00085121
1588299963,1543,0.8974778288,57076,0.002380415576,0.00710266,0.01169904,0.01169904
1588299966,1546,0.8993804642,57197,0.00260409084,0.00777006,-0.0006674,0.0006674
1588299969,1549,0.9012359268,57315,0.001685497349,0.00502917,0.00274089,0.00274089
1588299972,1552,0.9030127681,57428,0.002564490197,0.0076519,-0.00262273,0.00262273
1588299975,1555,0.9047896094,57541,0.002691382509,0.00803052,-0.00037862,0.00037862
1588299986,1566,0.9110793132,57941,0.009774588956,0.02916532,-0.0211348,0.0211348
1588299989,1569,0.9129190515,58058,0.005495567865,0.01639762,0.0127677,0.0127677
1588299992,1572,0.9147902384,58177,0.001128373676,0.00336683,0.01303079,0.01303079
1588299995,1575,0.9165513554,58289,0.01389678265,0.04146508,-0.03809825,0.03809825
1588299998,1578,0.9183910938,58406,0.003228179684,0.00963221,0.03183287,0.03183287
1588300001,1581,0.9202780049,58526,0.001805103625,0.00538605,0.00424616,0.00424616
1588300011,1591,0.9258443927,58880,0.01094284145,0.03265114,-0.02726509,0.02726509
1588300014,1594,0.9276998553,58998,0.003550735904,0.01059465,0.02205649,0.02205649
1588300017,1597,0.9295081452,59113,0.00438764469,0.01309181,-0.00249716,0.00249716
1588300020,1600,0.931253538,59224,0.00151894742,0.00453222,0.00855959,0.00855959
1588300023,1603,0.9330618278,59339,0.001861478237,0.00555426,-0.00102204,0.00102204
1588300026,1606,0.9349487389,59459,0.003570077078,0.01065236,-0.0050981,0.0050981
1588300029,1609,0.93683565,59579,0.003944972775,0.01177097,-0.00111861,0.00111861
1588300038,1618,0.9416158249,59883,0.004828195143,0.01440632,-0.00263535,0.00263535
1588300041,1621,0.9434555632,60000,0.001975692042,0.00589505,0.00851127,0.00851127
1588300044,1624,0.9453267501,60119,0.001663354369,0.0049631,0.00093195,0.00093195
1588300047,1627,0.9472293855,60240,0.005725108154,0.01708252,-0.01211942,0.01211942
1588300050,1630,0.9491320209,60361,0.002250681241,0.00671556,0.01036696,0.01036696
1588300054,1634,0.951018932,60481,0.001528375027,0.00456035,0.00215521,0.00215521
1588300065,1645,0.9574973269,60893,0.001691312101,0.00504652,-0.00048617,0.00048617
1588300068,1648,0.9593999623,61014,0.006374309355,0.0190196,-0.01397308,0.01397308
1588300071,1651,0.9613025976,61135,0.001193079974,0.0035599,0.0154597,0.0154597
1588300075,1655,0.9631737845,61254,0.00156816,0.00467906,-0.00111916,0.00111916
1588300077,1657,0.9649977986,61370,0.001788651394,0.00533696,-0.0006579,0.0006579
1588300080,1660,0.9667589157,61482,0.001975702096,0.00589508,-0.00055812,0.00055812
1588300091,1671,0.9730014466,61879,0.01606682819,0.04794004,-0.04204496,0.04204496
1588300094,1674,0.9748254607,61995,0.007287889088,0.02174553,0.02619451,0.02619451
1588300098,1678,0.9766966476,62114,0.006168765394,0.0184063,0.00333923,0.00333923
1588300100,1680,0.9784892132,62228,0.004226594478,0.01261127,0.00579503,0.00579503
1588300103,1683,0.9802817787,62342,0.007893055688,0.02355122,-0.01093995,0.01093995
1588300107,1687,0.9822315869,62466,0.005548855799,0.01655662,0.0069946,0.0069946
1588300110,1690,0.984118498,62586,0.003058700594,0.00912652,0.0074301,0.0074301
1588300119,1699,0.989087364,62902,0.003666162931,0.01093906,-0.00181254,0.00181254
1588300122,1702,0.990848481,63014,0.003184386386,0.00950154,0.00143752,0.00143752
1588300125,1705,0.9926410466,63128,0.005464483237,0.01630487,-0.00680333,0.00680333
1588300128,1708,0.9944336122,63242,0.009582504388,0.02859218,-0.01228731,0.01228731
1588300131,1711,0.996304799,63361,0.01263023906,0.03768598,-0.0090938,0.0090938
1588300134,1714,0.9980973646,63475,0.01135925816,0.03389364,0.00379234,0.00379234
1588300137,1717,1,63596,0.002051374314,0.00612087,0.02777277,0.02777277
