Wall time,Step,Value
1600540465.87524,1,8.520692825317383
1600540532.507863,101,4.0740156173706055
1600540598.041409,201,3.4734718799591064
1600540663.506851,301,2.8296666145324707
1600540729.25818,401,2.4282705783843994
1600540809.528967,501,2.3515772819519043
1600540875.004104,601,1.9631195068359375
1600540940.601878,701,1.7500005960464478
1600541006.180665,801,1.6575003862380981
1600541071.548557,901,1.476285696029663
1600541148.809442,1001,1.264772653579712
1600541214.308593,1101,1.189264178276062
1600541279.89013,1201,1.0534358024597168
1600541345.160749,1301,1.0208313465118408
1600541410.827481,1401,1.0366650819778442
1600541486.760724,1501,1.0667967796325684
1600541552.308261,1601,0.8493906855583191
1600541617.598555,1701,0.8541611433029175
1600541683.262604,1801,0.8650630712509155
1600541748.611211,1901,0.7778564095497131
1600542015.378934,2001,1.2025387287139893
1600542039.096809,2147,0.45220106840133667
1600542044.578786,2261,0.4715287387371063
1600542050.075831,2377,0.5846408009529114
1600542055.960718,2497,0.298439085483551
1600542061.715577,2614,0.35651326179504395
1600542067.208978,2729,0.6326225996017456
1600542072.717831,2843,0.38681167364120483
1600542078.231645,2958,0.5015093088150024
1600542083.716933,3073,0.40900659561157227
1600542089.382298,3188,0.5239520072937012
1600542094.857754,3304,0.6003923416137695
1600542100.34767,3417,0.7140889167785645
1600542105.878388,3533,0.2269260585308075
1600542111.382792,3649,0.45265504717826843
1600542117.243813,3770,0.5506727695465088
1600542122.729237,3885,0.40661361813545227
1600542128.565664,4006,0.2837057113647461
1600542134.001743,4119,0.3995837867259979
1600542139.497436,4235,0.33396077156066895
1600542144.940244,4349,0.608832061290741
1600542150.813676,4470,0.4883728325366974
1600542156.645239,4591,0.3695206940174103
1600542162.113889,4705,0.4554033577442169
1600542167.600092,4819,0.5421218872070312
1600542173.284142,4938,0.42899608612060547
1600542178.956957,5055,0.5039159059524536
1600542184.470471,5172,0.46575063467025757
1600542190.333047,5292,0.4816482663154602
1600542195.80016,5406,0.34901729226112366
1600542201.476159,5524,0.46787941455841064
1600542206.981946,5638,0.4032619893550873
1600542212.833616,5759,0.7894141674041748
1600542218.69875,5880,0.4660418629646301
1600542224.181365,5994,0.37701407074928284
1600542233.826514,6174,0.29230624437332153
1600542239.529179,6293,0.3582938313484192
1600542245.036626,6407,0.3988819718360901
1600542250.5352,6522,0.43883877992630005
1600542256.408379,6644,0.5917180776596069
1600542261.911507,6759,0.6549422740936279
1600542267.604885,6876,0.49458903074264526
1600542273.103711,6990,0.805525541305542
1600542278.579597,7104,0.6596331596374512
1600542284.070189,7219,0.7478185892105103
1600542289.556677,7333,0.43742385506629944
1600542295.2412,7451,0.40267062187194824
1600542300.74721,7567,0.41719189286231995
1600542306.255786,7681,0.4221935570240021
1600542311.769629,7795,0.47306808829307556
1600542317.371175,7912,0.3775007724761963
1600542323.106162,8032,0.3960024118423462
1600542328.62878,8145,0.13507729768753052
1600542334.191385,8261,0.26139819622039795
1600542339.696224,8377,0.3557296395301819
1600542345.550697,8498,0.20636677742004395
1600542351.429268,8618,0.2771932780742645
1600542356.898909,8733,0.2426050752401352
1600542362.629156,8851,0.21968922019004822
1600542368.121656,8967,0.16088834404945374
1600542373.619058,9081,0.3119514286518097
1600542379.126413,9195,0.24552714824676514
1600542384.677519,9311,0.3283122181892395
1600542390.188884,9425,0.32716095447540283
1600542396.25802,9550,0.27159541845321655
1600542401.781874,9664,0.24691423773765564
1600542407.276651,9779,0.2649170756340027
1600542412.806294,9896,0.33163177967071533
1600542418.306386,10011,0.19446700811386108
1600542428.469641,10199,0.09622445702552795
1600542433.943093,10312,0.23801696300506592
1600542439.404942,10428,0.12060479819774628
1600542445.267745,10549,0.2184622585773468
1600542450.761892,10664,0.22292326390743256
1600542456.281953,10779,0.37197059392929077
1600542461.804174,10895,0.11530852317810059
1600542467.294351,11009,0.22541941702365875
1600542472.747112,11123,0.22655698657035828
1600542478.193338,11237,0.3621533513069153
1600542483.95078,11356,0.1913469135761261
1600542489.450326,11470,0.14341378211975098
1600542494.746187,11580,0.15260930359363556
1600542500.215128,11695,0.23474594950675964
1600542505.713693,11809,0.10876908898353577
1600542511.188904,11923,0.1658025085926056
1600542516.658312,12038,0.21634000539779663
1600542522.119611,12151,0.20703773200511932
1600542527.956256,12272,0.10195431113243103
1600542533.663057,12391,0.23691293597221375
1600542539.546682,12514,0.19674275815486908
1600542545.048807,12630,0.1994963139295578
1600542550.910595,12753,0.07703594118356705
1600542556.783209,12874,0.18607081472873688
1600542562.258832,12988,0.21605420112609863
1600542567.75552,13103,0.2729588747024536
1600542573.233174,13216,0.15948815643787384
1600542578.726656,13331,0.34105199575424194
1600542584.241493,13447,0.6579037308692932
1600542589.97336,13566,0.5109572410583496
1600542595.46366,13679,0.39444756507873535
1600542600.916978,13794,0.48017996549606323
1600542606.68194,13914,0.36893540620803833
1600542619.218505,14156,0.5249903202056885
1600542624.780521,14273,0.62510085105896
1600542630.294794,14387,0.5929999351501465
1600542635.839268,14504,0.597973108291626
1600542641.344828,14618,0.4627456068992615
1600542646.841933,14733,0.46364498138427734
1600542652.315839,14848,0.16187846660614014
1600542657.846054,14963,0.1834285706281662
1600542663.293981,15078,0.06776580214500427
1600542668.757935,15192,0.17579931020736694
1600542674.221041,15305,0.19580407440662384
1600542679.671963,15420,0.2154308557510376
1600542685.206736,15535,0.20097211003303528
1600542690.688491,15649,0.14744609594345093
1600542696.165338,15764,0.27293986082077026
1600542701.998596,15884,0.12545207142829895
1600542707.516421,16001,0.11830978095531464
1600542713.005604,16115,0.17679494619369507
1600542718.617686,16230,0.25547870993614197
1600542724.102069,16345,0.3973022699356079
1600542729.502879,16458,0.19670410454273224
1600542735.159598,16576,0.32072633504867554
1600542740.604883,16690,0.2509308457374573
1600542746.067117,16803,0.3558149039745331
1600542751.544656,16916,0.20229533314704895
1600542757.029211,17031,0.2172168791294098
1600542762.546231,17147,0.28269338607788086
1600542768.007682,17260,0.34004342555999756
1600542773.460038,17375,0.4018774628639221
1600542779.168333,17491,0.2489422857761383
1600542784.670304,17606,0.4681754410266876
1600542790.133472,17720,0.18442130088806152
1600542795.637168,17835,0.2749330401420593
1600542801.348137,17953,0.13053485751152039
1600542815.00808,18216,0.21834014356136322
1600542820.47248,18330,0.3540281057357788
1600542826.020438,18448,0.2871505320072174
1600542831.709166,18565,0.31170615553855896
1600542837.599791,18685,0.45383545756340027
1600542843.114142,18801,0.4711911082267761
1600542848.806235,18919,0.43992865085601807
1600542854.278766,19032,0.2809158265590668
1600542859.759098,19147,0.4276858866214752
1600542865.631255,19268,0.3227004110813141
1600542871.134861,19385,0.2886735498905182
1600542877.028452,19508,0.27818259596824646
1600542882.494193,19621,0.5802179574966431
1600542888.066483,19737,0.23497053980827332
1600542893.553743,19850,0.46352261304855347
1600542899.096991,19966,0.38867324590682983
1600542904.709365,20084,0.20674292743206024
1600542910.186061,20198,0.49345481395721436
1600542915.885846,20315,0.19043076038360596
1600542921.445495,20432,0.49979013204574585
1600542926.943776,20548,0.3869551420211792
1600542932.430332,20661,0.5183146595954895
1600542937.970396,20777,0.6397895812988281
1600542943.503247,20893,0.48772358894348145
1600542949.013039,21007,0.34873801469802856
1600542954.903426,21129,0.27106761932373047
1600542960.418747,21244,0.3794543445110321
1600542965.897553,21359,0.2510724663734436
1600542971.561438,21477,0.2642273008823395
1600542977.407894,21598,0.1320418119430542
1600542982.876472,21712,0.23130081593990326
1600542988.348536,21826,0.20078951120376587
1600542993.805804,21939,0.5818498730659485
1600543005.345839,22166,0.3022386133670807
1600543010.828714,22280,0.3539755344390869
1600543016.308773,22395,0.5098637342453003
1600543021.974882,22512,0.4829105734825134
1600543027.439209,22625,0.30891382694244385
1600543032.949361,22739,0.2524329125881195
1600543038.661201,22859,0.21000978350639343
1600543044.124793,22973,0.2697748839855194
1600543049.626384,23088,0.18606458604335785
1600543055.126384,23202,0.22471609711647034
1600543060.967141,23323,0.2667218744754791
1600543066.483317,23437,0.4375808537006378
1600543071.948302,23551,0.33814436197280884
1600543077.447298,23667,0.2433631271123886
1600543082.918506,23781,0.2787819802761078
1600543088.435245,23896,0.18928657472133636
1600543093.931944,24010,0.280952125787735
1600543099.829994,24130,0.23716072738170624
1600543105.27701,24244,0.3351823687553406
1600543110.937961,24363,0.39439284801483154
1600543116.435607,24476,0.2877921462059021
1600543122.009769,24590,0.290034681558609
1600543127.465778,24704,0.16277778148651123
1600543133.027836,24821,0.2887061834335327
1600543138.52712,24936,0.2107352763414383
1600543144.206449,25054,0.2632112503051758
