Wall time,Time,Progress,Step,Norm loss,Value
1588889697,0,0,1,1,3.291218758
1588889839,142.74929,0.01351738074,101,0.6457857699,2.125422239
1588889966,269.72071,0.02554070519,201,0.4390030926,1.444855213
1588890107,410.4425399,0.03886609934,301,0.3492385601,1.1494205
1588890235,538.1368799,0.05095787936,401,0.2209575887,0.7272197604
1588890378,681.06444,0.06449214106,501,0.1495437822,0.4921813011
1588890505,808.7622299,0.07658424776,601,0.08349805772,0.2748103738
1588890633,936.4418299,0.088674632,701,0.05022600811,0.16530478
1588890771,1074.65424,0.1017624013,801,0.03147307697,0.1035847813
1588890899,1202.33359,0.1138527618,901,0.02183125163,0.07185142487
1588891040,1342.98061,0.127171072,1001,0.01335874447,0.04396655038
1588891167,1470.78336,0.1392731177,1101,0.01407877338,0.04633632302
1588891295,1598.40239,0.1513577664,1201,0.01449181281,0.04769572616
1588891434,1737.72839,0.164550985,1301,0.01592519475,0.05241329968
1588891562,1865.36663,0.1766374527,1401,0.007359570577,0.02422195673
1588891700,2003.48737,0.1897165415,1501,0.00763495661,0.02512831241
1588891828,2131.31607,0.2018210444,1601,0.01018075899,0.03350710496
1588891955,2258.82945,0.2138956888,1701,0.008379343176,0.02757825144
1588892098,2401.7446,0.2274287754,1801,0.008877846363,0.02921893448
1588892226,2529.49814,0.2395261612,1901,0.007955468746,0.02618318796
1588892368,2671.69644,0.252991367,2001,0.007886997458,0.02595783398
1588892496,2799.32072,0.2650765128,2101,0.01041579662,0.03428066522
1588892624,2927.11735,0.277177979,2201,0.007421250538,0.02442495897
1588892766,3069.01098,0.2906143346,2301,0.008117068364,0.02671504766
1588892893,3196.50869,0.3026874951,2401,0.008918319274,0.02935213968
1588893036,3339.38468,0.3162168734,2501,0.006882687012,0.0226524286
1588893164,3467.12849,0.3283133379,2601,0.007491915424,0.02465753257
1588893291,3594.46797,0.3403715151,2701,0.007006481013,0.02305986173
1588893436,3739.09665,0.3540668612,2801,0.005586603061,0.01838673279
1588893564,3866.98099,0.366176633,2901,0.006808332172,0.02240771055
1588893704,4007.01397,0.3794367977,3001,0.006295019365,0.02071828581
1588893831,4134.69677,0.391527485,3101,0.006644553669,0.02186867967
1588893959,4262.18698,0.4035999353,3201,0.007057927576,0.02322918363
1588894100,4403.67971,0.4169983284,3301,0.00857086538,0.02820859291
1588894228,4531.18058,0.4290717881,3401,0.004926547229,0.01621434465
1588894374,4677.28993,0.4429073436,3501,0.006763938401,0.02226160094
1588894502,4805.04782,0.4550051413,3601,0.004890898423,0.01609701663
1588894630,4933.09266,0.4671301113,3701,0.00484336706,0.01594058052
1588894768,5071.60054,0.4802458596,3801,0.005264857734,0.01732779853
1588894896,5199.38066,0.4923457624,3901,0.007718408432,0.02540297061
1588895037,5340.3718,0.5056966583,4001,0.005239067671,0.01724291779
1588895165,5468.08642,0.5177903587,4101,0.0003859473464,0.001270237146
1588895293,5595.88351,0.5298918685,4201,0.0001771131664,0.0005829181755
1588895437,5740.31491,0.5435685335,4301,0.0001258274902,0.0004141257959
1588895565,5867.89071,0.5556490886,4401,0.0001370977499,0.0004512186861
1588895706,6009.74142,0.56908138,4501,0.0001005231573,0.0003308437008
1588895834,6137.86497,0.5812138033,4601,0.00007699034369,0.0002533920633
1588895962,6265.79695,0.5933280861,4701,0.00008704192281,0.000286474009
1588896103,6406.24344,0.6066274075,4801,0.00009366587159,0.0003082748735
1588896231,6534.03026,0.6187279447,4901,0.00009641757037,0.0003173313162
1588896374,6677.7796,0.6323400234,5001,0.00009955343895,0.0003276521456
1588896502,6805.75147,0.6444580836,5101,0.00007490771439,0.0002465376747
1588896630,6933.73934,0.6565776589,5201,0.0001843188878,0.000606633781
1588896772,7075.44856,0.6699965521,5301,0.0000811506945,0.0002670846879
