Wall time,Raw Time,Step,Value,Time
1591034470,0,0,0.1000000015,0
1591034842,371.55337,250,0.3826999962,371.55337
1591035153,682.54512,500,0.7626000047,682.54512
1591035464,993.7539101,750,0.8259999752,993.7539101
1591035835,1364.91369,1000,0.8238999844,1364.91369
1591036146,1676.30998,1250,0.8319000006,1676.30998
1591036458,1987.44149,1500,0.8608999848,1987.44149
1591036769,2298.52097,1750,0.8701999784,2298.52097
1591037140,2669.98229,2000,0.8543000221,2669.98229
1591037452,2981.40057,2250,0.867299974,2981.40057
1591037763,3292.66293,2500,0.8784000278,3292.66293
1591038134,3664.00174,2750,0.8776000142,3664.00174
1591038445,3975.26043,3000,0.8802999854,3975.26043
1591038757,4286.63077,3250,0.8798000216,4286.63077
1591039128,4658.16175,3500,0.8808000088,4658.16175
1591039439,4969.35114,3750,0.8849999905,4969.35114
1591039751,5280.65427,4000,0.8860999942,5280.65427
1591040122,5652.12348,4250,0.9092000127,5652.12348
1591040434,5963.49788,4500,0.9085000157,5963.49788
1591040745,6274.87169,4750,0.9100000262,6274.87169
1591041116,6646.26728,5000,0.9118000269,6646.26728
1591041428,6957.67695,5250,0.9120000005,6957.67695
1591041741,7270.66598,5500,0.9108999968,7270.66598
1591042113,7642.4163,5750,0.9103999734,7642.4163
1591042424,7953.89007,6000,0.9100000262,7953.89007
1591043157,8686.383,10112,0.8398000002,8043.383
1591043227,8756.96449,12106,0.8386999965,8113.96449
1591043299,8828.52535,14097,0.8794999719,8185.52535
1591043309,8839.00423,16133,0.86650002,8196.00423
1591043380,8910.02239,18066,0.8779000044,8267.02239
1591043451,8980.47857,22011,0.8927999735,8337.47857
