Wall time,Relative time (s),Step,Value
1585588230,1167,21000,0.126139328
1585588236,1173,21107,0.279700518
1585588242,1179,21213,0.163117632
1585588248,1185,21321,0.191160843
1585588253,1190,21428,0.117868535
1585588259,1196,21533,0.216132194
1585588265,1202,21639,0.249019712
1585588271,1208,21746,0.127277687
1585588277,1214,21852,0.182690769
1585588282,1219,21959,0.162736222
1585588295,1232,22154,0.142381743
1585588301,1238,22261,0.168562859
1585588306,1243,22366,0.221947238
1585588312,1249,22472,0.2286264
1585588318,1255,22579,0.119589835
1585588324,1261,22685,0.216289148
1585588330,1267,22792,0.144535542
1585588335,1272,22898,0.151918709
1585588341,1278,23005,0.100901306
1585588347,1284,23112,0.134317741
1585588353,1290,23217,0.209242508
1585588359,1296,23324,0.172342613
1585588364,1301,23430,0.07812129
1585588370,1307,23536,0.208757699
1585588376,1313,23643,0.09709502
1585588382,1319,23748,0.264267981
1585588387,1324,23854,0.190822765
1585588393,1330,23960,0.180571645
1585588405,1342,24152,0.116148718
1585588411,1348,24259,0.258924276
1585588417,1354,24366,0.164977923
1585588423,1360,24475,0.14052251
1585588429,1366,24583,0.211839676
1585588435,1372,24689,0.148391306
1585588440,1377,24794,0.127591491
1585588446,1383,24902,0.268461674
1585588452,1389,25009,0.159131274
1585588458,1395,25114,0.058573972
1585588463,1400,25221,0.123895094
1585588469,1406,25326,0.220469639
1585588475,1412,25433,0.109104581
1585588481,1418,25539,0.114901125
1585588487,1424,25646,0.153170839
1585588492,1429,25752,0.216088921
1585588498,1435,25859,0.157023579
1585588504,1441,25965,0.129308134
1585588516,1453,26153,0.186947688
1585588522,1459,26259,0.164185524
1585588527,1464,26365,0.192861244
1585588533,1470,26470,0.134525687
1585588539,1476,26577,0.168698967
1585588545,1482,26683,0.100045241
1585588550,1487,26789,0.173515454
1585588556,1493,26897,0.129397899
1585588562,1499,27005,0.142594248
1585588568,1505,27111,0.135104716
1585588574,1511,27216,0.141061887
1585588579,1516,27323,0.098344728
1585588585,1522,27429,0.164243832
1585588591,1528,27535,0.145760879
1585588597,1534,27642,0.073176324
1585588603,1540,27748,0.077219144
1585588608,1545,27854,0.100917771
1585588614,1551,27960,0.091953859
1585588627,1564,28159,0.144301414
1585588632,1569,28266,0.163088903
1585588638,1575,28375,0.076469719
1585588644,1581,28484,0.130158752
1585588650,1587,28590,0.179576263
1585588656,1593,28698,0.083705306
1585588662,1599,28804,0.093835942
1585588668,1605,28911,0.170738697
1585588673,1610,29017,0.060481347
1585588679,1616,29122,0.101489484
1585588685,1622,29227,0.076610848
1585588691,1628,29333,0.22601676
1585588696,1633,29439,0.166564777
1585588702,1639,29545,0.069563977
1585588708,1645,29650,0.101803407
1585588714,1651,29758,0.118706986
1585588720,1657,29867,0.147229224
1585588725,1662,29972,0.114735037
1585588738,1675,30166,0.247761354
1585588743,1680,30273,0.177736044
1585588749,1686,30380,0.139639392
1585588755,1692,30485,0.217515007
1585588761,1698,30590,0.191586137
1585588767,1704,30697,0.116965994
1585588772,1709,30801,0.099167086
1585588778,1715,30906,0.088649206
1585588784,1721,31010,0.123429172
1585588789,1726,31116,0.153352112
1585588795,1732,31223,0.035480779
1585588801,1738,31329,0.09254805
1585588807,1744,31435,0.412332237
1585588812,1749,31542,0.158423871
1585588818,1755,31646,0.20381096
1585588824,1761,31753,0.083556443
1585588830,1767,31859,0.087250859
1585588836,1773,31967,0.091573939
1585588848,1785,32166,0.040878452
1585588854,1791,32273,0.075963594
1585588860,1797,32378,0.02655156
1585588865,1802,32484,0.019866126
1585588871,1808,32590,0.03485357
1585588877,1814,32696,0.028978534
1585588883,1820,32802,0.041313894
1585588888,1825,32910,0.034255564
1585588894,1831,33016,0.02248097
1585588900,1837,33122,0.05008154
1585588906,1843,33230,0.066599883
1585588912,1849,33334,0.015928272
1585588917,1854,33442,0.010365444
1585588923,1860,33548,0.022419039
1585588929,1866,33655,0.007289261
1585588935,1872,33762,0.03498305
1585588941,1878,33868,0.012252338
1585588946,1883,33974,0.037888329
1585588958,1895,34168,0.010973573
1585588964,1901,34277,0.007741069
1585588970,1907,34382,0.020173885
1585588976,1913,34489,0.037368018
1585588982,1919,34598,0.00801762
1585588988,1925,34707,0.030511521
1585588994,1931,34813,0.015305681
1585588999,1936,34919,0.001890057
1585589005,1942,35024,0.033951476
1585589011,1948,35133,0.036789238
1585589017,1954,35239,0.016325932
1585589022,1959,35344,0.01803598
1585589028,1965,35453,0.011820162
1585589034,1971,35557,0.007420055
1585589040,1977,35663,0.023731261
1585589045,1982,35771,0.033611812
1585589051,1988,35877,0.02214968
1585589057,1994,35984,0.009777386
1585589069,2006,36174,0.03128925
1585589075,2012,36282,0.023389231
1585589081,2018,36387,0.004739443
1585589086,2023,36493,0.021393957
1585589092,2029,36601,0.014347351
1585589098,2035,36708,0.017300479
1585589104,2041,36814,0.005223874
1585589110,2047,36920,0.0118782
1585589115,2052,37027,0.036884613
1585589121,2058,37134,0.009042623
1585589127,2064,37242,0.00879648
1585589133,2070,37348,0.003533502
1585589139,2076,37456,0.003833026
1585589145,2082,37561,0.004914324
1585589150,2087,37668,0.009600415
1585589156,2093,37774,0.008926029
1585589162,2099,37880,0.002771402
1585589168,2105,37986,0.001418537
1585589180,2117,38178,0.017319141
1585589185,2122,38282,0.003114518
1585589191,2128,38389,0.01255188
1585589197,2134,38497,0.009325334
1585589203,2140,38604,0.003594174
1585589209,2146,38711,0.050116684
1585589214,2151,38817,0.004835136
1585589220,2157,38923,0.004027326
1585589226,2163,39030,0.016922787
1585589232,2169,39136,0.010915311
1585589238,2175,39242,0.003248898
1585589243,2180,39348,0.02239823
1585589249,2186,39454,0.006240661
1585589255,2192,39561,0.009583147
1585589261,2198,39667,0.0024706
1585589266,2203,39774,0.026708659
1585589272,2209,39882,0.003464816
1585589278,2215,39988,0.001738347
