Wall time,Relative time (s),Step,Value
1585587063,0,27,2.921528816
1585587072,9,141,2.3481493
1585587080,17,246,2.377758503
1585587088,25,350,2.201341152
1585587094,31,457,2.168475866
1585587100,37,564,2.023870945
1585587105,42,669,2.017500877
1585587111,48,775,2.133671284
1585587117,54,881,1.977591753
1585587123,60,987,1.782094359
1585587129,66,1093,1.988328218
1585587135,72,1201,1.908125162
1585587140,77,1310,1.751316667
1585587146,83,1416,1.822023749
1585587152,89,1521,1.689684629
1585587158,95,1627,1.648690939
1585587164,101,1736,1.624610662
1585587170,107,1842,1.660702348
1585587175,112,1946,1.610507965
1585587186,123,2106,1.623589993
1585587191,128,2211,1.708314896
1585587197,134,2317,1.568956375
1585587203,140,2423,1.607674122
1585587209,146,2528,1.715565443
1585587214,151,2634,1.493743896
1585587220,157,2740,1.776669025
1585587226,163,2846,1.55502665
1585587232,169,2951,1.498267889
1585587237,174,3058,1.356787324
1585587243,180,3164,1.442044497
1585587249,186,3269,1.313218117
1585587255,192,3376,1.42534852
1585587261,198,3481,1.500347376
1585587266,203,3588,1.512518167
1585587272,209,3697,1.236290693
1585587278,215,3803,1.498407125
1585587284,221,3909,1.335986495
1585587297,234,4111,1.318881035
1585587302,239,4216,1.443051696
1585587308,245,4322,1.45361948
1585587314,251,4428,1.363243461
1585587320,257,4534,1.167529225
1585587325,262,4640,1.263038158
1585587331,268,4747,1.299794674
1585587337,274,4854,1.372202635
1585587343,280,4961,1.074709892
1585587349,286,5068,1.101781249
1585587354,291,5174,1.333578944
1585587360,297,5280,1.271670699
1585587366,303,5386,1.082863092
1585587372,309,5492,1.20446074
1585587377,314,5598,1.063440681
1585587383,320,5704,1.000600815
1585587389,326,5809,0.976698935
1585587395,332,5916,0.929104209
1585587408,345,6122,0.816777706
1585587414,351,6229,0.990234733
1585587419,356,6335,0.637378752
1585587425,362,6440,0.977120817
1585587431,368,6548,0.794137299
1585587437,374,6653,0.917062998
1585587442,379,6760,0.802822649
1585587448,385,6866,0.707456648
1585587454,391,6974,0.748663247
1585587460,397,7081,0.939808249
1585587466,403,7185,0.623473525
1585587471,408,7292,0.545897245
1585587477,414,7399,0.820793808
1585587483,420,7505,0.758889318
1585587489,426,7611,0.777303696
1585587495,432,7716,0.554401577
1585587500,437,7824,0.759841025
1585587506,443,7930,0.814821184
1585587519,456,8126,0.556329846
1585587524,461,8233,0.579622388
1585587530,467,8341,0.613141239
1585587536,473,8446,0.64572072
1585587542,479,8553,0.537824869
1585587547,484,8659,0.586090922
1585587553,490,8765,0.337316215
1585587559,496,8871,0.515430987
1585587565,502,8977,0.540805042
1585587570,507,9083,0.619493365
1585587576,513,9190,0.599430323
1585587582,519,9297,0.480843931
1585587588,525,9403,0.523277938
1585587594,531,9510,0.352738887
1585587599,536,9614,0.447694778
1585587605,542,9722,0.583459854
1585587611,548,9828,0.60092783
1585587617,554,9934,0.365816116
1585587629,566,10126,0.447989404
1585587635,572,10234,0.366805673
1585587641,578,10339,0.441604078
1585587646,583,10446,0.424378753
1585587652,589,10552,0.326841265
1585587658,595,10659,0.390187323
1585587664,601,10765,0.446889579
1585587670,607,10872,0.443039864
1585587675,612,10978,0.380459785
1585587681,618,11084,0.528705597
1585587687,624,11191,0.366148382
1585587693,630,11297,0.430582762
1585587699,636,11401,0.493684769
1585587704,641,11510,0.384420633
1585587710,647,11615,0.206922084
1585587716,653,11721,0.415026009
1585587722,659,11827,0.339149594
1585587727,664,11934,0.364880323
1585587740,677,12133,0.403369606
1585587746,683,12242,0.547415972
1585587752,689,12350,0.493205726
1585587758,695,12457,0.437539071
1585587763,700,12564,0.314713776
1585587769,706,12670,0.240546063
1585587775,712,12776,0.313000798
1585587781,718,12883,0.345252037
1585587787,724,12991,0.19375284
1585587793,730,13096,0.354697347
1585587799,736,13205,0.396807522
1585587804,741,13309,0.338608682
1585587810,747,13418,0.298049122
1585587816,753,13524,0.270747393
1585587822,759,13630,0.436244875
1585587828,765,13737,0.278239936
1585587833,770,13843,0.283808291
1585587839,776,13951,0.223520517
1585587851,788,14142,0.187001005
1585587857,794,14248,0.282978535
1585587863,800,14353,0.380643725
1585587869,806,14461,0.276534796
1585587874,811,14567,0.212607861
1585587880,817,14675,0.263174713
1585587886,823,14784,0.17573224
1585587892,829,14890,0.375172257
1585587898,835,14996,0.271718204
1585587904,841,15102,0.233454108
1585587910,847,15210,0.191615328
1585587916,853,15317,0.270651788
1585587921,858,15424,0.346828222
1585587927,864,15530,0.163778752
1585587933,870,15636,0.242222756
1585587939,876,15743,0.557737529
1585587945,882,15850,0.253614008
1585587950,887,15956,0.581356287
1585587962,899,16141,0.153817639
1585587968,905,16246,0.253996879
1585587974,911,16353,0.337522298
1585587979,916,16459,0.245021239
1585587985,922,16566,0.22120066
1585587991,928,16671,0.343609095
1585587997,934,16777,0.23732236
1585588003,940,16884,0.291683137
1585588008,945,16990,0.21527189
1585588014,951,17098,0.16743429
1585588020,957,17205,0.145510674
1585588026,963,17311,0.204195693
1585588032,969,17416,0.196286887
1585588037,974,17522,0.187353387
1585588043,980,17629,0.283071309
1585588049,986,17738,0.271941245
1585588055,992,17844,0.172499359
1585588061,998,17951,0.283218265
1585588073,1010,18140,0.222747743
1585588079,1016,18246,0.251486301
1585588084,1021,18352,0.304785699
1585588090,1027,18462,0.196682394
1585588096,1033,18570,0.220263496
1585588102,1039,18677,0.214477956
1585588108,1045,18783,0.250297219
1585588113,1050,18889,0.207460612
1585588119,1056,18994,0.363777578
1585588125,1062,19100,0.217965037
1585588131,1068,19206,0.20802319
1585588136,1073,19311,0.220412955
1585588142,1079,19416,0.229073882
1585588148,1085,19524,0.14879483
1585588154,1091,19630,0.150245115
1585588160,1097,19738,0.094667256
1585588166,1103,19845,0.134051532
1585588171,1108,19951,0.243758589
1585588184,1121,20150,0.197071314
1585588190,1127,20256,0.218763769
1585588195,1132,20362,0.225684509
1585588201,1138,20468,0.135171384
1585588207,1144,20574,0.294381171
1585588213,1150,20680,0.258832157
1585588219,1156,20787,0.11871969
1585588224,1161,20893,0.225600332
