Wall time,Relative time (s),Step,Value
1585587156,0,0,0.100000001
1585587225,69,2006,0.380499989
1585587355,199,4013,0.4727
1585587425,269,6018,0.615800023
1585587555,399,8023,0.720700026
1585587685,529,10026,0.753499985
1585587755,599,12031,0.797800004
1585587885,729,14040,0.809499979
1585588015,859,16036,0.843999982
1585588084,928,18040,0.843299985
1585588214,1058,20045,0.843500018
1585588344,1188,22046,0.856100023
1585588414,1258,24051,0.85619998
1585588544,1388,26050,0.858200014
1585588674,1518,28056,0.861400008
1585588804,1648,30060,0.874899983
1585588874,1718,32062,0.901600003
1585589004,1848,34066,0.910899997
1585589134,1978,36071,0.912899971
1585589203,2047,38075,0.911300004
1585589333,2177,40005,0.90990001
