Wall time,Raw Time,Step,Value,Time
1589846768,0,62,2.256031513,0
1589846776,7.205860138,188,2.696010351,7.205860138
1589846780,11.66789007,297,2.30617094,11.66789007
1589846784,15.59358001,409,2.255090952,15.59358001
1589846787,19.12002015,522,2.240999699,19.12002015
1589846791,22.64958,633,2.247260571,22.64958
1589846794,25.65643001,747,2.145142078,25.65643001
1589846797,28.46287012,866,2.04383707,28.46287012
1589846800,31.27977014,986,2.085834503,31.27977014
1589846802,34.09687996,1106,2.020411015,34.09687996
1589846805,36.89073014,1226,1.995139718,36.89073014
1589846808,39.70905995,1343,2.115846872,39.70905995
1589846811,42.38733006,1456,2.125303268,42.38733006
1589846814,45.19751,1577,1.985460043,45.19751
1589846816,48.00503993,1695,2.11633873,48.00503993
1589846819,50.83298016,1814,1.865542412,50.83298016
1589846822,53.65987015,1935,2.046454191,53.65987015
1589846832,63.33477998,2304,1.8795681,63.33477998
1589846835,66.15803003,2424,1.806307077,66.15803003
1589846837,68.98697996,2542,1.870646596,68.98697996
1589846840,71.80316997,2662,1.791823506,71.80316997
1589846843,74.57448006,2780,1.757355213,74.57448006
1589846846,77.20515013,2891,1.784447908,77.20515013
1589846848,79.86871004,3004,1.867070317,79.86871004
1589846851,82.71043015,3124,1.85498333,82.71043015
1589846854,85.37406993,3238,1.714670897,85.37406993
1589846857,88.19169998,3358,1.669999838,88.19169998
1589846859,91.05769992,3478,1.810823202,91.05769992
1589846862,93.86648011,3597,1.799498916,93.86648011
1589846865,96.68270993,3718,1.805582643,96.68270993
1589846868,99.50861001,3837,1.564625263,99.50861001
1589846871,102.5720701,3965,1.748787284,102.5720701
1589846883,115.1047699,4437,1.537832022,115.1047699
1589846886,117.79579,4550,1.427875519,117.79579
1589846889,120.63972,4671,1.546828032,120.63972
1589846892,123.4507101,4790,1.790487647,123.4507101
1589846895,126.2593901,4910,1.527744532,126.2593901
1589846897,129.09126,5027,1.534031034,129.09126
1589846900,131.9093502,5148,1.522698879,131.9093502
1589846903,134.7264001,5268,1.423476696,134.7264001
1589846906,137.5408001,5384,1.596901894,137.5408001
1589846909,140.36326,5504,1.477030993,140.36326
1589846912,143.15432,5623,1.409491062,143.15432
1589846914,145.9576101,5742,1.412817955,145.9576101
1589846917,148.80058,5861,1.598042488,148.80058
1589846920,151.62042,5980,1.454362392,151.62042
1589846929,160.5743601,6320,1.361894608,160.5743601
1589846932,163.3984699,6441,1.500940561,163.3984699
1589846935,166.24912,6560,1.560525656,166.24912
1589846937,169.0399001,6677,1.570774078,169.0399001
1589846940,171.84815,6797,1.296572208,171.84815
1589846943,174.70538,6915,1.401990294,174.70538
1589846946,177.3536701,7028,1.53989315,177.3536701
