Wall time,Relative time (s),Step,Value
1585593107,0,0,0.100199997
1585593238,131,2005,0.303499997
1585593368,261,4008,0.405000001
1585593499,392,6011,0.610300004
1585593569,462,8016,0.7403
1585593700,593,10021,0.758300006
1585593830,723,12025,0.797200024
1585593961,854,14030,0.82069999
1585594031,924,16033,0.847800016
1585594162,1055,18035,0.859099984
1585594292,1185,20040,0.790899992
1585594423,1316,22042,0.853999972
1585594553,1446,24044,0.882600009
1585594624,1517,26049,0.832300007
1585594754,1647,28051,0.880599976
1585594885,1778,30056,0.836700022
1585595016,1909,32057,0.899100006
1585595086,1979,34061,0.916899979
1585595217,2110,36063,0.915799975
1585595348,2241,38066,0.916499972
1585595478,2371,40005,0.916299999
