Wall time,Relative time (s),Step,Value
1584995804,0,0,0.100100003
1584995873,69,2009,0.488599986
1584996003,199,4012,0.655799985
1584996133,329,6013,0.746999979
1584996202,398,8018,0.800599992
1584996332,528,10023,0.812300026
1584996402,598,12040,0.824699998
1584996532,728,14031,0.827899992
1584996662,858,16032,0.829299986
1584996732,928,18035,0.826900005
1584996861,1057,20039,0.845899999
1584996931,1127,22044,0.855499983
1584997060,1256,24049,0.851400018
1584997190,1386,26053,0.851400018
1584997260,1456,28055,0.84829998
1584997390,1586,30059,0.861000001
1584997459,1655,32063,0.892799973
1584997589,1785,34069,0.907700002
