Wall time,Raw Time,Step,Value,Time
1590612867,0,0,0.1000000015,0
1590612938,70.67291999,2023,0.2991000116,70.67291999
1590612948,80.97661018,4091,0.3928000033,80.97661018
1590613019,151.3392401,6039,0.4577000141,151.3392401
1590613089,221.56743,10097,0.592599988,221.56743
1590613159,291.96066,12089,0.7148000002,291.96066
1590613230,362.47312,14149,0.7784000039,362.47312
1590613240,372.8094201,16013,0.7829999924,372.8094201
1590613862,995.13165,16263,0.8386999965,744.1333499
1590614234,1366.4389,16513,0.8378000259,1115.4406
1590614545,1677.67586,16763,0.8657000065,1426.67756
1590614856,1988.93533,17013,0.8493000269,1737.93703
1590615228,2360.46295,17263,0.8748000264,2109.46465
1590615539,2671.93323,17513,0.8779000044,2420.93493
1590615850,2982.74592,17763,0.8848000169,2731.74762
1590616221,3354.17879,18013,0.9047999978,3103.18049
1590616534,3666.26152,18263,0.91049999,3415.26322
1590616845,3978.08373,18513,0.9110000134,3727.08543
1590617217,4349.53848,18763,0.9117000103,4098.54018
1590617530,4662.50843,19013,0.9106000066,4411.51013
1590617841,4974.05346,19263,0.9099000096,4723.05516
1590618213,5345.74497,19513,0.9117000103,5094.74667
1590618525,5657.47609,19763,0.9115999937,5406.47779
1590618836,5969.18675,20013,0.9111999869,5718.18845
1590619208,6340.82778,20263,0.9114999771,6089.82948
1590619520,6652.30164,20513,0.9111999869,6401.30334
1590619831,6963.75769,20763,0.9107999802,6712.75939
1590620203,7335.58728,21013,0.9108999968,7084.58898
1590620514,7647.02698,21263,0.9103999734,7396.02868
1590620826,7958.49658,21513,0.9099000096,7707.49828
1590621197,8330.00106,21763,0.9107999802,8079.00276
1590621509,8641.40281,22000,0.9103999734,8390.40451
