Wall time,Step,Time,Value
1600564360.03,1.0,0.0,6.93814325333
1600564427.07,101.0,67.0445141792,4.34428548813
1600564492.78,201.0,132.755838156,3.81927204132
1600564558.4,301.0,198.370035172,3.43637728691
1600564624.16,401.0,264.136871099,2.98815774918
1600564701.83,501.0,341.80391717,2.55960035324
1600564767.67,601.0,407.647419214,2.30539894104
1600564833.12,701.0,473.092810154,1.96220731735
1600564898.71,801.0,538.68151927,1.75829875469
1600564964.3,901.0,604.271910191,1.586784482
1600565042.99,1001.0,682.967817307,1.75040698051
1600565068.7,1144.0,708.669614553,1.48563885689
1600565074.19,1258.0,714.16611743,1.39719748497
1600565079.67,1373.0,719.644748449,1.54652249813
1600565086.63,1514.0,726.607513189,1.18744516373
1600565092.15,1629.0,732.123655319,1.30237078667
1600565098.0,1750.0,737.976028442,1.50400972366
1600565103.48,1866.0,743.453879356,1.39524555206
1600565109.39,1987.0,749.363598347,1.57064247131
1600565114.89,2102.0,754.858091354,1.59081792831
1600565120.81,2225.0,760.779507399,1.25224590302
1600565126.33,2340.0,766.304416418,1.51347672939
1600565132.07,2457.0,772.047715425,1.53067779541
1600565137.64,2574.0,777.612312317,1.69111204147
1600565143.13,2689.0,783.09954524,1.4480175972
1600565149.06,2810.0,789.032639503,1.73101258278
1600565154.59,2926.0,794.566819429,1.29726839066
1600565160.09,3039.0,800.063827276,1.64381945133
1600565165.59,3154.0,805.56643343,1.36290299892
1600565171.09,3268.0,811.059559345,1.47542357445
1600565176.6,3383.0,816.568792343,1.59481322765
1600565182.14,3498.0,822.10837841,1.28132128716
1600565188.0,3619.0,827.9704175,1.11383581161
1600565193.48,3735.0,833.452721357,1.36850500107
1600565199.34,3856.0,839.308314562,1.58633124828
1600565204.86,3970.0,844.828211308,1.26121282578
1600565210.37,4085.0,850.341002464,1.22952532768
1600565215.88,4202.0,855.856519461,1.12955570221
1600565221.34,4315.0,861.315216303,1.43923652172
1600565227.09,4436.0,867.067943335,1.25937008858
1600565232.95,4555.0,872.924057484,1.17110824585
1600565238.46,4671.0,878.431259394,1.66161119938
1600565243.96,4785.0,883.929468393,1.57250916958
1600565249.48,4900.0,889.452278376,0.922744512558
1600565263.2,5165.0,903.175316334,0.768710315228
1600565268.99,5286.0,908.964427233,0.86206305027
1600565274.45,5400.0,914.425064564,0.93211722374
1600565279.99,5514.0,919.958142281,0.787714362144
1600565285.53,5631.0,925.506204367,1.25184321404
1600565291.4,5751.0,931.369413376,0.955550909042
1600565296.9,5866.0,936.875120401,1.01491618156
1600565302.36,5980.0,942.337402344,1.17763721943
1600565307.85,6094.0,947.825507402,1.18899321556
1600565313.39,6210.0,953.36013341,1.73801469803
1600565318.91,6326.0,958.881160259,1.10196387768
1600565324.44,6440.0,964.409538269,1.06390893459
1600565329.95,6556.0,969.920879364,1.13102936745
1600565335.44,6671.0,975.416850328,1.27478218079
1600565340.93,6785.0,980.900099516,1.08939683437
1600565346.47,6901.0,986.446447372,1.03185105324
1600565352.0,7017.0,991.972901344,1.07374095917
1600565357.71,7137.0,997.67847538,0.815252244473
1600565363.61,7258.0,1003.57895327,0.80470252037
1600565369.31,7376.0,1009.28482223,0.679870188236
1600565374.84,7494.0,1014.81307626,0.862316846848
1600565380.36,7608.0,1020.33516741,0.919607520103
1600565386.11,7727.0,1026.08388448,0.879526495934
1600565391.83,7846.0,1031.80126834,0.766838312149
1600565397.34,7962.0,1037.31531334,0.812306404114
1600565402.83,8077.0,1042.80194139,0.744073808193
1600565408.72,8198.0,1048.6932714,0.873100936413
1600565414.23,8314.0,1054.20351839,0.646267294884
1600565419.73,8429.0,1059.70576143,0.827334582806
1600565425.23,8544.0,1065.20448542,0.802905321121
1600565430.71,8659.0,1070.68364716,0.86298429966
1600565436.19,8772.0,1076.16096544,0.694791376591
1600565441.71,8889.0,1081.68411231,0.838736414909
1600565447.3,9006.0,1087.27481222,0.747954010963
1600565455.66,9163.0,1095.63628936,0.4983920753
1600565461.14,9276.0,1101.11491847,0.571607708931
1600565466.67,9390.0,1106.64069247,0.490583896637
1600565472.18,9507.0,1112.15060735,0.428427159786
1600565478.2,9629.0,1118.17392445,0.534920454025
1600565483.68,9744.0,1123.65544152,0.46497759223
1600565489.15,9859.0,1129.12582636,0.507625937462
1600565494.68,9974.0,1134.64880538,0.428508728743
1600565500.36,10092.0,1140.33391929,0.529083013535
1600565506.02,10212.0,1145.9948523,0.675933659077
1600565511.87,10333.0,1151.84269333,0.545960783958
1600565517.52,10450.0,1157.49788547,0.488441735506
1600565523.02,10565.0,1162.99736929,0.29051220417
1600565528.54,10681.0,1168.5139904,0.678077042103
1600565534.07,10797.0,1174.04729438,0.563729524612
1600565539.56,10910.0,1179.53005648,0.573909401894
1600565545.07,11026.0,1185.04688525,0.448995172977
1600565550.56,11140.0,1190.53440428,0.359541386366
1600565556.09,11254.0,1196.05938244,0.505334615707
1600565561.61,11370.0,1201.58259344,0.637001872063
1600565567.13,11485.0,1207.1021924,0.458832204342
1600565572.63,11601.0,1212.60123634,0.448592066765
1600565578.16,11716.0,1218.12928939,0.34723252058
1600565583.67,11831.0,1223.64742136,0.49924325943
1600565589.17,11946.0,1229.14723134,0.514904737473
1600565594.68,12061.0,1234.65398741,0.398582339287
1600565600.16,12176.0,1240.13081741,0.586957812309
1600565605.84,12294.0,1245.81226635,0.577175498009
1600565611.31,12409.0,1251.28358245,0.780624270439
1600565616.79,12523.0,1256.76556444,0.88583534956
1600565622.66,12644.0,1262.63478732,0.665333211422
1600565628.2,12761.0,1268.17689848,0.758636772633
1600565634.3,12887.0,1274.2700665,0.615367770195
1600565640.14,13008.0,1280.1129334,0.836135745049
1600565648.01,13156.0,1287.97902441,0.510903120041
1600565653.68,13273.0,1293.65799332,0.645715177059
1600565659.19,13388.0,1299.16507936,0.484218358994
1600565664.33,13496.0,1304.30063629,0.380396544933
1600565669.84,13610.0,1309.81310439,0.566535592079
1600565675.33,13725.0,1315.30687642,0.301215410233
1600565680.79,13840.0,1320.76573944,0.421861886978
1600565686.63,13961.0,1326.60541034,0.316266000271
1600565692.05,14075.0,1332.01857734,0.458068370819
1600565697.51,14189.0,1337.48125648,0.190816223621
1600565702.99,14303.0,1342.96037626,0.264558494091
1600565708.44,14416.0,1348.40894628,0.20782828331
1600565713.88,14529.0,1353.84935522,0.527366399765
1600565719.38,14644.0,1359.35458016,0.289713472128
1600565724.8,14758.0,1364.77696729,0.214877068996
1600565730.24,14871.0,1370.21774244,0.298352092505
1600565735.89,14988.0,1375.86286545,0.288506060839
1600565741.38,15103.0,1381.35743141,0.247039854527
1600565746.83,15217.0,1386.80800653,0.346574276686
1600565752.34,15333.0,1392.30897832,0.116570547223
1600565758.5,15460.0,1398.47173524,0.506897687912
1600565763.98,15574.0,1403.95124245,0.355414509773
1600565769.67,15693.0,1409.64378548,0.277901351452
1600565775.17,15808.0,1415.14673543,0.430953681469
1600565781.01,15929.0,1420.98665333,0.446016192436
1600565786.51,16043.0,1426.48045039,0.408085763454
1600565792.01,16157.0,1431.97970843,0.477051705122
1600565797.66,16276.0,1437.62843442,0.424396514893
1600565803.52,16397.0,1443.49118018,0.418366909027
1600565809.21,16517.0,1449.18319941,0.284440279007
1600565814.68,16633.0,1454.65742731,0.33714684844
1600565820.53,16753.0,1460.50496554,0.298935651779
1600565826.05,16867.0,1466.0242095,0.409152418375
1600565831.53,16982.0,1471.5034163,0.494540333748
1600565842.15,17184.0,1482.12167454,0.4058817029
1600565847.61,17299.0,1487.58440518,0.301839530468
1600565853.1,17414.0,1493.0719533,0.495620429516
1600565858.58,17527.0,1498.55378723,0.526002645493
1600565864.29,17648.0,1504.25901651,0.606756806374
1600565869.78,17762.0,1509.74890733,0.208804324269
1600565875.6,17882.0,1515.57162333,0.346997320652
1600565881.27,18001.0,1521.24384332,0.565535902977
1600565886.97,18118.0,1526.94064641,0.314302653074
1600565892.79,18239.0,1532.76075149,0.414888203144
1600565898.24,18355.0,1538.21657634,0.608875513077
1600565903.68,18468.0,1543.65205836,0.356620669365
1600565909.18,18583.0,1549.15234232,0.684650301933
1600565914.7,18697.0,1554.67786145,0.437073618174
1600565920.13,18810.0,1560.10704446,0.626957058907
1600565925.82,18929.0,1565.79679942,0.476303607225
1600565931.29,19044.0,1571.26376224,0.4790815413
1600565936.7,19157.0,1576.67154241,0.477684855461
1600565942.15,19272.0,1582.12486553,0.75487023592
1600565947.64,19385.0,1587.61414242,0.61873960495
1600565953.11,19498.0,1593.08624434,0.503130674362
1600565958.57,19613.0,1598.54319143,0.582627058029
1600565964.01,19727.0,1603.98520327,0.802539765835
1600565969.89,19847.0,1609.85985136,0.397431015968
1600565975.37,19962.0,1615.34580636,0.702946305275
1600565980.86,20076.0,1620.83563733,0.430434644222
1600565986.39,20193.0,1626.36074948,0.317544996738
1600565991.85,20306.0,1631.82135439,0.305812984705
1600565997.35,20419.0,1637.3235755,0.435883998871
1600566002.79,20532.0,1642.76533246,0.375787705183
1600566008.26,20646.0,1648.23437333,0.34169113636
1600566013.75,20760.0,1653.72258329,0.30632147193
1600566019.27,20877.0,1659.24040031,0.235197022557
1600566024.77,20993.0,1664.74743152,0.249428480864
1600566034.93,21187.0,1674.90077043,0.444173872471
1600566040.4,21303.0,1680.36989737,0.391696035862
1600566046.26,21423.0,1686.2310884,0.486256241798
1600566051.77,21538.0,1691.74596739,0.179631143808
1600566057.27,21652.0,1697.24546337,0.282034993172
1600566062.81,21769.0,1702.78347135,0.529395222664
1600566068.33,21882.0,1708.30167627,0.290723085403
1600566073.87,21997.0,1713.84059429,0.501942038536
1600566079.36,22113.0,1719.33395648,0.249124586582
1600566085.2,22234.0,1725.16927028,0.555569410324
1600566091.02,22354.0,1730.99094152,0.289938986301
1600566096.48,22469.0,1736.45325136,0.380155175924
1600566102.14,22586.0,1742.10974145,0.491171061993
1600566107.62,22701.0,1747.58829045,0.423567205667
1600566113.49,22821.0,1753.46737933,0.456288158894
1600566119.01,22939.0,1758.9860754,0.439934015274
1600566125.11,23066.0,1765.08323956,0.527316808701
1600566130.92,23187.0,1770.89693832,0.34964710474
1600566136.4,23301.0,1776.37443352,0.439637720585
1600566142.21,23422.0,1782.1855793,0.460882902145
1600566147.63,23536.0,1787.60022449,0.41523873806
1600566153.08,23649.0,1793.05770731,0.610520482063
1600566158.57,23763.0,1798.54741454,0.369582056999
1600566164.05,23877.0,1804.0221343,0.514968335629
1600566169.52,23991.0,1809.49113631,0.424036890268
1600566175.16,24109.0,1815.12984228,0.440376162529
1600566181.01,24229.0,1820.97944522,0.401973873377
1600566186.46,24343.0,1826.43746138,0.353148907423
1600566191.9,24457.0,1831.87395644,0.388734579086
1600566197.36,24571.0,1837.33363438,0.441861867905
1600566202.97,24691.0,1842.94738531,0.484379321337
1600566208.82,24812.0,1848.79752231,0.427706390619
1600566214.29,24926.0,1854.26161122,0.40831926465
1600566219.76,25040.0,1859.72893524,0.30668848753
1600566228.11,25197.0,1868.0827353,0.544874370098
1600566233.53,25311.0,1873.50395942,0.706436872482
1600566239.37,25432.0,1879.34465647,0.541229724884
1600566244.84,25546.0,1884.81592131,0.608010292053
1600566250.67,25667.0,1890.64215946,0.269660413265
1600566256.32,25785.0,1896.29796553,0.452209770679
1600566261.8,25901.0,1901.77740145,0.447860747576
1600566267.43,26016.0,1907.39921451,0.560862898827
1600566272.91,26132.0,1912.88366532,0.44361269474
1600566278.45,26248.0,1918.42207932,0.414057075977
1600566283.9,26361.0,1923.86892438,0.666459441185
1600566289.37,26474.0,1929.34002924,0.333577096462
1600566294.85,26588.0,1934.81873155,0.299146354198
1600566300.33,26703.0,1940.30183935,0.372465103865
1600566305.82,26818.0,1945.79660845,0.487881869078
1600566311.33,26933.0,1951.30212545,0.278380423784
1600566317.22,27055.0,1957.18822646,0.293034493923
1600566322.71,27168.0,1962.68372726,0.416009962559
1600566328.2,27284.0,1968.17021227,0.277815014124
1600566333.67,27397.0,1973.64780045,0.60809224844
1600566339.19,27513.0,1979.16598153,0.325189650059
1600566344.66,27628.0,1984.63528252,0.485094517469
1600566350.19,27741.0,1990.15873623,0.307532846928
1600566356.03,27862.0,1996.00687933,0.533143222332
1600566361.67,27980.0,2001.64158535,0.62065923214
1600566367.41,28097.0,2007.38082123,0.33929246664
1600566372.88,28213.0,2012.85440516,0.398619562387
1600566378.42,28328.0,2018.38830638,0.486106902361
1600566383.95,28445.0,2023.91923141,0.364017367363
1600566389.42,28558.0,2029.39257336,0.383403718472
1600566394.87,28672.0,2034.8403995,0.375312179327
1600566400.35,28787.0,2040.31861043,0.481148511171
1600566405.81,28900.0,2045.78365731,0.424246609211
1600566411.5,29018.0,2051.47054052,0.370101094246
1600566422.6,29230.0,2062.56842542,0.264263629913
1600566428.24,29346.0,2068.2146883,0.259675145149
1600566433.34,29454.0,2073.31599736,0.336700856686
1600566438.83,29568.0,2078.80769038,0.594347834587
1600566444.34,29684.0,2084.30823445,0.366664290428
1600566449.84,29798.0,2089.80938029,0.419059365988
1600566461.24,30037.0,2101.2151463,0.339291155338
1600566466.73,30150.0,2106.70762038,0.377376258373
1600566472.43,30267.0,2112.4001894,0.352352768183
1600566477.92,30380.0,2117.8924284,0.367821633816
1600566489.09,30614.0,2129.06298018,0.487229079008
1600566494.82,30732.0,2134.78931832,0.401297599077
1600566500.34,30847.0,2140.31430531,0.507287204266
1600566505.8,30960.0,2145.77616835,0.407807826996
1600566511.31,31076.0,2151.2875905,0.189495921135
1600566516.84,31192.0,2156.80936241,0.549198567867
1600566522.69,31311.0,2162.66258836,0.450545907021
1600566528.17,31425.0,2168.14301848,0.49611017108
1600566533.66,31540.0,2173.63254333,0.513066351414
1600566539.11,31654.0,2179.0853405,0.249273315072
1600566544.6,31768.0,2184.57672644,0.46783170104
1600566550.12,31884.0,2190.09429526,0.393684744835
1600566555.6,31998.0,2195.56868029,0.218875467777
1600566561.46,32118.0,2201.4358623,0.31164380908
1600566566.99,32237.0,2206.96329522,0.184686496854
1600566572.84,32357.0,2212.81701922,0.40874171257
1600566578.34,32471.0,2218.31444836,0.458150029182
1600566583.88,32588.0,2223.85606027,0.363763213158
1600566589.36,32702.0,2229.33754539,0.28570458293
1600566594.86,32817.0,2234.83756042,0.405417561531
1600566600.35,32931.0,2240.32133031,0.275754451752
1600566605.84,33045.0,2245.81701136,0.345706611872
1600566616.35,33244.0,2256.32203341,0.375027596951
1600566622.0,33362.0,2261.97207141,0.508911907673
1600566627.48,33476.0,2267.45283031,0.70303940773
1600566633.06,33590.0,2273.03167224,0.413121402264
1600566644.07,33823.0,2284.04758739,0.35860607028
1600566649.6,33939.0,2289.57464147,0.34749186039
1600566655.08,34054.0,2295.05186939,0.420794397593
1600566660.95,34175.0,2300.92341042,0.427253574133
1600566666.47,34291.0,2306.44337535,0.348867505789
1600566671.95,34407.0,2311.91936541,0.348077714443
1600566677.65,34525.0,2317.62506938,0.273390591145
1600566683.15,34639.0,2323.11962342,0.402244925499
1600566688.68,34754.0,2328.65569425,0.318322956562
1600566694.2,34869.0,2334.17277217,0.382319957018
1600566699.72,34984.0,2339.69006038,0.297607958317
1600566705.22,35099.0,2345.19169331,0.297512054443
1600566710.69,35214.0,2350.66658235,0.730294942856
1600566716.34,35331.0,2356.31442118,0.348025500774
1600566721.82,35445.0,2361.79794621,0.327838718891
1600566727.33,35560.0,2367.30507445,0.416353940964
1600566732.85,35675.0,2372.82524633,0.289497107267
1600566738.57,35795.0,2378.54640532,0.316360473633
1600566744.23,35911.0,2384.20268631,0.289263546467
1600566755.22,36142.0,2395.19155335,0.21984167397
