Wall time,Raw Time,Step,Value,Time
1591047088,0,0,0.1172999963,0
1591047459,371.14976,250,0.4260999858,371.14976
1591047771,682.2462299,500,0.7483999729,682.2462299
1591048142,1053.53115,750,0.8446999788,1053.53115
1591048453,1364.85921,1000,0.8582000136,1364.85921
1591048764,1676.02531,1250,0.8730000257,1676.02531
1591049136,2047.38709,1500,0.8734999895,2047.38709
1591049447,2358.83584,1750,0.8744999766,2358.83584
1591049759,2670.25124,2000,0.8823000193,2670.25124
1591050070,2981.51198,4011,0.7875000238,2773.51198
1591050080,2991.83817,6026,0.8568000197,2783.83817
1591050151,3062.47898,8036,0.8565000296,2854.47898
1591050221,3132.81445,12062,0.8496999741,2924.81445
1591050292,3203.5386,14072,0.8579000235,2995.5386
1591050362,3274.04449,16110,0.8572999835,3066.04449
1591050373,3284.48146,18101,0.8859000206,3076.48146
1591050443,3355.00715,20114,0.8984000087,3147.00715
1591050514,3425.61698,22145,0.8784999847,3217.61698
1591050524,3436.07694,24246,0.8831999898,3228.07694
1591050595,3506.78607,26150,0.8873000145,3298.78607
1591050666,3577.59601,30155,0.8860999942,3369.59601
1591050736,3648.17939,32168,0.9150000215,3440.17939
1591050807,3718.79355,34262,0.9204999804,3510.79355
1591050817,3729.17455,36322,0.9215999842,3521.17455
1591050888,3800.01615,38191,0.9229000211,3592.01615
1591050959,3870.51455,42207,0.9235000014,3662.51455
1591051029,3941.07889,44217,0.9247999787,3733.07889
1591051100,4011.81853,46307,0.9250000119,3803.81853
1591051110,4022.16873,48254,0.9251000285,3814.16873
1591051181,4092.69629,50014,0.9251000285,3884.69629
