Wall time,Step,Value
1590107911.606252,0,0.10000000149011612
1590107981.935297,2097,0.29100000858306885
1590107992.515213,4099,0.33320000767707825
1590108062.947823,6038,0.43790000677108765
1590108134.485513,10057,0.4993000030517578
1590108204.855673,12070,0.5205000042915344
1590108275.051243,14078,0.6262000203132629
1590108285.267587,16099,0.6003000140190125
1590108356.062951,18099,0.6861000061035156
1590108426.262049,22118,0.7511000037193298
1590108496.659556,24125,0.79830002784729
1590108567.072079,26134,0.8478000164031982
1590108577.366408,28144,0.8270000219345093
1590108647.924369,30149,0.820900022983551
1590108719.193039,34165,0.8953999876976013
1590108789.540306,36179,0.8970999717712402
1590108860.170999,38184,0.8971999883651733
1590108870.272174,40197,0.8977000117301941
1590108941.110366,42202,0.8984000086784363
1590109011.454888,46219,0.8977000117301941
1590109082.530442,48011,0.8953999876976013
1590109213.505131,48011,0.8953999876976013
1590109585.041105,48261,0.8986999988555908
1590109956.645128,48511,0.899399995803833
1590110268.064781,48761,0.899399995803833
1590110579.170718,49011,0.899399995803833
1590110950.873024,49261,0.899399995803833
1590111262.741987,49511,0.8992999792098999
1590111574.013164,49761,0.8992000222206116
1590111945.587553,50000,0.8998000025749207
